id,Pos,Name,BV,SV,Team,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts
67,2,White,45,45,ARS,86,3.34,83,2.509,77,1.446,78,3.579,76,2.85
466,2,Tavares,45,45,ARS,2,0.083,1,0.033,1,0.022,3,0.146,2,0.08
478,3,Sambi Lokonga,50,50,ARS,71,2.421,64,2.018,52,1.502,22,0.869,24,0.857
28,1,Steer,40,40,AVL,0,0,1,0.042,0,0,2,0.069,2,0.081
29,3,Hourihane,50,50,AVL,0,0,0,0,0,0,0,0,0,0
30,1,Martínez,55,55,AVL,89,3.568,88,3.671,89,3.779,88,3.039,87,3.526
31,2,Engels,45,45,AVL,0,0,0,0,0,0,0,0,0,0
32,3,Traoré,60,60,AVL,33,1.556,18,0.932,17,0.904,20,0.761,20,0.981
34,3,Sanson,50,50,AVL,0,0,0,0,0,0,0,0,0,0
35,3,McGinn,60,60,AVL,86,2.865,79,2.966,78,3.036,78,2.28,76,2.77
36,2,Hause,45,45,AVL,0,0,3,0.124,5,0.217,7,0.152,8,0.305
37,3,Trézéguet,55,55,AVL,0,0,0,0,0,0,0,0,0,0
38,2,Mings,50,50,AVL,89,3.141,86,3.465,86,3.655,81,1.617,84,3.11
39,2,Targett,50,50,AVL,88,3.064,86,3.397,85,3.544,82,1.606,81,2.946
40,4,Watkins,75,75,AVL,48,2.174,55,2.777,52,2.706,50,1.884,54,2.63
41,3,Nakamba,45,45,AVL,66,2.033,43,1.448,33,1.147,32,0.935,33,1.1
42,3,El Ghazi,60,60,AVL,65,3.3,45,2.645,48,2.9,49,1.977,44,2.457
43,3,Buendía,65,65,AVL,75,3.494,70,3.599,70,3.733,65,2.366,66,3.23
44,2,Cash,50,50,AVL,86,3.011,83,3.313,83,3.497,82,1.622,81,2.976
45,2,Konsa,50,50,AVL,88,3.09,86,3.437,83,3.501,83,1.643,80,2.936
46,2,Guilbert,45,45,AVL,2,0.073,7,0.287,5,0.216,6,0.131,7,0.266
47,4,Wesley,55,55,AVL,17,0.819,10,0.544,11,0.617,14,0.578,12,0.631
48,4,Samatta,55,55,AVL,0,0,0,0,0,0,0,0,0,0
49,4,Davis,45,45,AVL,0,0,0,0,2,0.111,2,0.084,1,0.052
50,3,Douglas Luiz,45,45,AVL,4,0.12,41,1.315,68,2.245,68,1.824,67,2.102
51,3,Ramsey,45,45,AVL,25,0.902,18,0.686,9,0.439,9,0.331,10,0.458
52,2,Young,50,50,AVL,0,0,0,0,0,0,0,0,0,0
283,2,Tuanzebe,45,45,AVL,0,0,2,0.075,5,0.197,7,0.142,7,0.243
337,4,Ings,80,80,AVL,78,4.021,75,4.402,72,4.388,71,2.864,71,3.968
492,3,Bailey,65,65,AVL,26,1.137,73,3.514,71,3.554,70,2.424,71,3.255
496,3,Ramsey,45,45,AVL,0,0,0,0,0,0,0,0,0,0
497,3,Philogene-Bidace,50,50,AVL,0,0,0,0,0,0,0,0,7,0.257
526,3,Chukwuemeka,45,45,AVL,0,0,0,0,0,0,5,0.161,0,0
76,2,Jansson,45,45,BRE,87,2.243,85,2.538,82,2.081,82,2.793,81,2.19
77,3,Nørgaard,50,50,BRE,85,2.36,82,2.385,81,2.264,81,2.464,79,2.24
78,4,Toney,65,65,BRE,84,4.044,81,4.169,79,3.809,78,4.41,78,3.778
79,3,Fosu,55,55,BRE,4,0.164,6,0.254,6,0.244,6,0.271,8,0.327
80,1,Raya,45,45,BRE,89,3.217,88,3.346,88,3.181,87,3.477,88,3.226
81,3,Canós,55,55,BRE,48,1.826,40,1.605,47,1.786,46,1.962,44,1.692
82,3,Dasilva,55,55,BRE,0,0,0,0,0,0,0,0,0,0
83,2,Henry,45,45,BRE,50,1.356,54,1.686,51,1.359,49,1.745,52,1.471
84,3,Janelt,50,50,BRE,78,2.365,75,2.383,74,2.262,72,2.428,72,2.231
85,3,Ghoddos,55,55,BRE,47,1.649,48,1.744,47,1.646,50,1.92,52,1.813
86,3,Jensen,50,50,BRE,0,0,0,0,0,0,0,0,0,0
87,2,Goode,40,40,BRE,3,0.082,8,0.248,8,0.214,9,0.314,9,0.253
88,4,Forss,55,55,BRE,9,0.446,12,0.631,13,0.637,10,0.574,12,0.594
89,2,Roerslev,45,45,BRE,57,1.689,57,1.941,58,1.685,56,2.198,57,1.755
90,2,Sørensen,45,45,BRE,35,0.957,37,1.161,35,0.942,40,1.432,43,1.218
91,2,Pinnock,45,45,BRE,80,2.175,78,2.446,79,2.108,77,2.762,74,2.099
92,1,Balcombe,40,40,BRE,0,0,0,0,0,0,0,0,0,0
93,3,Zamburek,45,45,BRE,52,1.715,53,1.802,52,1.702,50,1.798,51,1.681
94,1,Gunnarsson,40,40,BRE,0,0,1,0.038,1,0.036,2,0.08,1,0.037
95,4,Dervişoğlu,55,55,BRE,11,0.536,12,0.611,12,0.586,15,0.804,15,0.708
96,3,Mbeumo,55,55,BRE,74,3.42,71,3.549,72,3.298,73,3.967,70,3.242
97,3,Bidstrup,45,45,BRE,0,0,0,0,0,0,0,0,0,0
479,3,Onyeka,50,50,BRE,0,0,0,0,0,0,0,0,0,0
483,2,Ajer,45,45,BRE,77,2.109,77,2.442,77,2.067,76,2.765,72,2.058
498,2,Thompson,45,45,BRE,0,0,0,0,0,0,0,0,0,0
499,3,Baptiste,50,50,BRE,0,0,0,0,0,0,0,0,0,0
524,3,Wissa,60,60,BRE,0,0,0,0,0,0,0,0,0,0
53,3,Lallana,55,55,BHA,50,2.054,48,2.25,44,1.924,42,1.764,43,1.783
54,1,Steele,40,40,BHA,0,0,5,0.217,1,0.041,3,0.119,1,0.039
55,3,Groß,60,60,BHA,81,3.507,77,3.926,75,3.509,75,3.354,70,3.131
56,2,Duffy,40,40,BHA,6,0.205,14,0.616,18,0.684,20,0.705,21,0.716
57,3,Pröpper,45,45,BHA,0,0,0,0,0,0,0,0,0,0
58,2,Burn,45,45,BHA,0,0,0,0,0,0,0,0,0,0
59,2,Dunk,50,50,BHA,89,3.218,85,3.992,83,3.325,83,3.085,81,2.909
60,3,March,55,55,BHA,84,2.688,80,2.895,79,2.679,78,2.572,77,2.531
61,2,Webster,45,45,BHA,88,2.977,87,3.785,84,3.134,83,2.869,82,2.744
62,2,Veltman,45,45,BHA,87,2.898,84,3.605,83,3.054,80,2.73,79,2.611
63,4,Maupay,65,65,BHA,81,3.614,80,4.161,76,3.706,70,3.261,67,3.151
64,3,Trossard,65,65,BHA,63,2.707,58,2.927,60,2.789,59,2.653,57,2.453
65,1,Ryan,45,45,BHA,0,0,0,0,0,0,0,0,0,0
66,3,Jahanbakhsh,55,55,BHA,0,0,0,0,0,0,0,0,0,0
68,2,Bernardo,40,40,BHA,0,0,0,0,0,0,0,0,0,0
69,1,Sánchez,45,45,BHA,89,3.56,89,3.842,88,3.574,86,3.398,88,3.454
70,3,Bissouma,45,45,BHA,85,2.548,84,2.787,81,2.548,82,2.513,76,2.346
71,2,Lamptey,45,45,BHA,0,0,0,0,0,0,28,1.097,55,2.093
72,4,Connolly,55,55,BHA,60,2.667,60,3.042,60,2.834,51,2.35,42,1.97
73,3,Alzate,50,50,BHA,2,0.071,1,0.039,2,0.073,1,0.036,1,0.036
74,3,Mac Allister,55,55,BHA,11,0.422,31,1.34,36,1.433,32,1.25,28,1.103
75,3,Moder,45,45,BHA,3,0.107,2,0.078,2,0.074,7,0.252,1,0.036
447,4,Welbeck,60,60,BHA,0,0,0,0,0,0,19,0.919,44,2.124
462,3,Mwepu,60,60,BHA,77,2.502,73,2.673,74,2.527,58,1.977,38,1.327
476,1,Scherpen,45,45,BHA,0,0,0,0,0,0,0,0,0,0
500,4,Andone,50,50,BHA,0,0,0,0,0,0,0,0,0,0
98,2,Tarkowski,50,50,BUR,89,3.409,84,1.438,83,2.802,84,2.332,81,2.378
99,2,Bardsley,40,40,BUR,0,0,5,0.09,6,0.194,5,0.137,22,0.641
100,2,Pieters,45,45,BUR,2,0.077,4,0.076,6,0.206,7,0.201,8,0.241
101,3,Cork,45,45,BUR,78,2.453,75,1.965,73,2.257,74,2.135,76,2.223
102,3,Stephens,45,45,BUR,0,0,0,0,0,0,0,0,0,0
103,2,Long,40,40,BUR,0,0,0,0,0,0,0,0,0,0
104,4,Rodriguez,55,55,BUR,17,0.864,24,0.915,28,1.318,25,1.085,19,0.878
105,4,Barnes,55,55,BUR,22,1.174,25,0.973,21,1.1,32,1.308,24,1.167
106,2,Mee,50,50,BUR,88,3.271,85,1.417,84,2.758,84,2.277,82,2.349
107,3,Westwood,55,55,BUR,87,3.091,84,2.357,84,2.912,80,2.579,80,2.651
108,3,Gudmundsson,55,55,BUR,25,1.097,37,1.217,40,1.617,37,1.414,37,1.453
109,4,Wood,70,70,BUR,81,4.614,77,3.02,76,4.233,74,3.544,73,3.664
110,2,Lowton,45,45,BUR,89,3.278,84,1.392,83,2.71,83,2.238,80,2.279
111,4,Vydra,55,55,BUR,48,2.493,48,1.835,46,2.325,46,2.05,51,2.348
112,1,Pope,55,55,BUR,90,3.725,89,3.05,87,3.416,88,3.237,87,3.236
113,2,Taylor,45,45,BUR,87,3.141,85,1.384,83,2.66,81,2.155,81,2.274
114,1,Norris,45,45,BUR,0,0,0,0,1,0.039,0,0,0,0
115,3,Brownhill,45,45,BUR,80,3.098,78,2.324,78,2.933,76,2.599,75,2.656
116,3,Benson,45,45,BUR,0,0,0,0,0,0,0,0,0,0
117,1,Peacock-Farrell,45,45,BUR,0,0,0,0,0,0,0,0,0,0
118,3,McNeil,60,60,BUR,86,3.35,82,2.454,79,3.038,79,2.745,79,2.831
451,2,Collins,45,45,BUR,0,0,0,0,0,0,3,0.086,0,0
480,1,Hennessey,45,45,BUR,0,0,0,0,2,0.079,2,0.073,6,0.223
119,2,Azpilicueta,60,60,CHE,72,4.104,48,1.704,45,1.311,45,2.202,47,1.713
120,4,Giroud,65,65,CHE,0,0,0,0,0,0,0,0,0,0
121,2,Thiago Silva,55,55,CHE,73,3.623,68,2.23,65,1.78,63,2.912,62,2.12
122,2,Alonso,55,55,CHE,22,1.515,24,1.097,23,0.859,24,1.562,24,1.138
123,3,Jorginho,60,60,CHE,19,0.868,56,1.866,59,1.841,61,2.378,59,1.981
124,3,Barkley,55,55,CHE,6,0.285,1,0.039,0,0,0,0,1,0.039
125,3,Kovacic,50,50,CHE,52,2.071,36,1.234,33,1.08,32,1.275,31,1.08
126,4,Batshuayi,55,55,CHE,0,0,0,0,0,0,0,0,0,0
127,2,Rüdiger,55,55,CHE,81,4.184,76,2.594,74,2.09,76,3.653,76,2.68
128,2,Zouma,55,55,CHE,64,3.449,55,1.96,54,1.597,58,2.917,59,2.17
129,1,Arrizabalaga,50,50,CHE,2,0.093,5,0.193,3,0.11,5,0.224,5,0.196
130,3,Kanté,50,50,CHE,52,2.004,55,1.798,54,1.673,53,2.022,54,1.788
131,3,Ziyech,75,75,CHE,0,0,1,0.048,7,0.305,18,1.077,21,1.03
132,3,Loftus-Cheek,55,55,CHE,12,0.528,3,0.111,5,0.176,3,0.129,4,0.148
133,2,Christensen,50,50,CHE,27,1.281,24,0.765,25,0.671,21,0.928,24,0.799
134,4,Werner,90,90,CHE,74,5.084,46,2.322,40,1.832,39,2.468,36,1.857
135,2,Chilwell,60,60,CHE,69,4.306,64,2.615,65,2.164,64,3.711,64,2.707
136,4,Abraham,65,65,CHE,5,0.38,1,0.06,1,0.055,1,0.074,1,0.06
137,3,Pulisic,80,80,CHE,61,3.538,49,2.221,45,1.875,45,2.557,45,2.087
138,3,Mount,75,75,CHE,77,4.827,66,2.892,65,2.585,66,3.593,63,2.779
139,2,Ampadu,45,45,CHE,2,0.097,1,0.033,0,0,1,0.045,1,0.035
140,3,Hudson-Odoi,55,55,CHE,20,1.173,11,0.511,10,0.427,7,0.389,9,0.421
141,3,Havertz,85,85,CHE,67,4.537,55,2.757,55,2.49,52,3.303,52,2.649
142,2,James,55,55,CHE,27,1.632,78,3.093,83,2.703,83,4.721,79,3.272
143,1,Mendy,60,60,CHE,87,4.062,84,3.242,86,3.143,84,3.751,84,3.291
501,2,Sarr,50,50,CHE,0,0,0,0,0,0,0,0,0,0
527,2,Chalobah,50,50,CHE,0,0,0,0,0,0,0,0,0,0
529,4,Lukaku,115,115,CHE,6,0.45,70,3.881,78,3.924,73,5.257,76,4.306
144,3,Gallagher,55,55,CRY,1,0.032,12,0.503,21,0.743,32,1.189,25,0.816
146,1,Guaita,45,45,CRY,90,3.077,88,3.66,88,3.131,88,3.261,87,2.973
147,2,Tomkins,45,45,CRY,1,0.02,2,0.081,8,0.206,3,0.092,3,0.055
148,3,McArthur,45,45,CRY,81,2.329,77,2.921,74,2.341,71,2.404,73,2.106
149,4,Benteke,65,65,CRY,78,2.793,75,3.913,76,3.082,76,3.358,73,2.636
150,2,Kouyaté,45,45,CRY,81,1.393,82,3.098,77,1.773,77,2.172,76,1.175
151,2,Kelly,40,40,CRY,9,0.17,17,0.653,16,0.387,18,0.524,20,0.334
152,3,Milivojevic,55,55,CRY,4,0.132,35,1.65,46,1.734,42,1.705,40,1.368
153,4,Ayew,60,60,CRY,77,2.506,76,3.378,73,2.65,69,2.704,63,2.131
154,3,Zaha,70,70,CRY,86,3.164,83,4.522,80,3.261,79,3.578,79,2.834
155,3,Schlupp,55,55,CRY,77,2.196,62,2.424,60,1.999,57,2.016,52,1.592
156,1,Butland,45,45,CRY,0,0,0,0,0,0,0,0,7,0.239
157,3,Riedewald,50,50,CRY,81,2.241,74,2.688,72,2.219,68,2.227,68,1.936
158,2,Jach,45,45,CRY,1,0.02,2,0.077,2,0.05,2,0.059,4,0.07
159,4,Mateta,55,55,CRY,13,0.537,14,0.804,14,0.653,13,0.65,15,0.617
160,3,Eze,60,60,CRY,0,0,0,0,0,0,0,0,0,0
161,2,Ferguson,45,45,CRY,0,0,0,0,0,0,0,0,0,0
162,2,Mitchell,45,45,CRY,88,1.633,85,3.515,84,2.091,81,2.466,80,1.339
464,3,Olise,55,55,CRY,0,0,0,0,0,0,18,0.664,33,1.051
474,2,Ward,45,45,CRY,81,1.381,76,2.839,79,1.803,76,2.126,74,1.134
477,2,Guéhi,45,45,CRY,75,1.262,73,2.665,72,1.616,71,1.95,73,1.094
488,2,Andersen,45,45,CRY,20,0.37,20,0.77,22,0.53,23,0.669,20,0.334
493,2,Clyne,45,45,CRY,0,0,4,0.151,0,0,0,0,0,0
163,3,Delph,45,45,EVE,0,0,0,0,0,0,0,0,0,0
164,3,Sigurdsson,70,70,EVE,0,0,0,0,0,0,0,0,0,0
165,2,Coleman,50,50,EVE,71,3.079,70,2.062,69,2.3,67,2.944,67,2.12
166,3,James,70,70,EVE,21,1.305,50,2.461,63,3.186,60,3.651,61,3.059
167,3,Bernard,55,55,EVE,0,0,0,0,0,0,0,0,0,0
168,2,Digne,55,55,EVE,88,4.367,86,2.723,84,2.96,82,3.85,81,2.705
169,2,Keane,50,50,EVE,80,3.404,76,2.194,74,2.423,79,3.411,74,2.3
170,1,Pickford,50,50,EVE,89,3.769,89,3.295,88,3.423,87,3.717,86,3.268
171,3,Allan,45,45,EVE,83,2.652,81,2.293,80,2.333,79,2.554,77,2.24
172,3,André Gomes,50,50,EVE,30,1.205,19,0.645,20,0.675,23,0.854,20,0.673
173,3,Doucouré,55,55,EVE,79,2.935,76,2.42,73,2.395,70,2.619,72,2.337
174,3,Iwobi,60,60,EVE,53,2.378,36,1.401,34,1.355,34,1.549,35,1.384
175,2,Mina,50,50,EVE,28,1.242,30,0.908,31,1.053,29,1.3,34,1.097
176,3,Davies,50,50,EVE,4,0.15,6,0.203,5,0.173,7,0.262,8,0.276
177,4,Calvert-Lewin,80,80,EVE,87,5.073,81,3.719,81,3.773,81,4.441,77,3.584
178,2,Holgate,45,45,EVE,28,1.168,28,0.805,30,0.973,34,1.432,32,0.986
179,2,Godfrey,50,50,EVE,60,2.535,64,1.839,63,2.055,60,2.562,60,1.857
180,4,Richarlison,76,75,EVE,43,2.204,78,3.338,75,3.277,74,3.758,75,3.265
181,1,Virgínia,40,40,EVE,0,0,0,0,0,0,0,0,0,0
481,1,Begović,40,40,EVE,0,0,0,0,1,0.039,2,0.085,3,0.114
482,3,Townsend,55,55,EVE,77,3.512,63,2.426,62,2.451,63,2.883,64,2.497
484,3,Gray,55,55,EVE,43,2.164,31,1.306,28,1.213,29,1.449,29,1.244
502,2,Kenny,45,45,EVE,1,0.043,1,0.03,2,0.068,2,0.087,4,0.129
503,3,Gordon,45,45,EVE,4,0.2,1,0.042,1,0.043,1,0.049,1,0.043
504,3,Gbamin,45,45,EVE,5,0.18,7,0.23,6,0.2,7,0.252,7,0.232
200,1,Schmeichel,50,50,LEI,89,3.813,89,3.342,89,3.674,86,3.076,87,3.494
201,2,Evans,55,55,LEI,0,0,0,0,0,0,29,0.69,61,2.079
202,3,Albrighton,55,55,LEI,22,1.014,27,1.094,27,1.243,28,1.068,28,1.202
203,3,Mendy,45,45,LEI,2,0.068,3,0.096,4,0.136,6,0.187,5,0.165
204,1,Ward,40,40,LEI,0,0,0,0,0,0,3,0.107,3,0.121
205,4,Vardy,105,105,LEI,76,4.428,77,3.823,75,4.287,72,3.239,73,3.854
206,3,Praet,50,50,LEI,3,0.118,4,0.143,4,0.155,4,0.137,4,0.147
207,2,Pereira,55,55,LEI,87,3.813,83,2.562,79,3.228,80,2.023,78,2.843
208,2,Amartey,40,40,LEI,83,3.586,81,2.471,79,3.181,58,1.461,34,1.231
209,2,Castagne,55,55,LEI,66,2.745,84,2.461,82,3.163,81,1.945,80,2.752
210,3,Tielemans,65,65,LEI,83,3.19,80,2.703,78,2.949,77,2.47,76,2.706
211,3,Pérez,60,60,LEI,70,3.555,66,2.848,66,3.308,65,2.559,66,3.063
212,3,Maddison,70,70,LEI,69,3.822,68,3.148,69,3.709,65,2.71,67,3.301
213,4,Iheanacho,75,75,LEI,33,1.905,32,1.615,27,1.545,31,1.422,30,1.583
214,3,Choudhury,45,45,LEI,2,0.075,3,0.103,5,0.185,4,0.133,3,0.106
215,3,Barnes,70,70,LEI,75,4.026,73,3.288,73,3.827,74,2.978,72,3.446
216,3,Ndidi,50,50,LEI,85,2.792,81,2.39,79,2.565,80,2.249,79,2.444
217,2,Söyüncü,50,50,LEI,88,3.569,84,2.405,85,3.196,83,1.942,80,2.684
218,2,Justin,50,50,LEI,0,0,0,0,0,0,0,0,0,0
219,2,Thomas,45,45,LEI,11,0.481,4,0.126,6,0.244,6,0.158,6,0.219
220,2,Fofana,45,45,LEI,0,0,0,0,0,0,0,0,0,0
455,4,Daka,75,75,LEI,3,0.176,4,0.21,3,0.176,6,0.282,6,0.317
458,3,Soumaré,50,50,LEI,6,0.21,10,0.324,14,0.485,11,0.346,12,0.403
473,2,Bertrand,50,50,LEI,11,0.463,4,0.122,8,0.313,7,0.178,9,0.316
505,3,Dewsbury-Hall,45,45,LEI,0,0,0,0,0,0,0,0,0,0
182,3,Hernández,55,55,LEE,0,0,0,0,0,0,0,0,0,0
183,1,Casilla,45,45,LEE,0,0,0,0,0,0,0,0,0,0
184,2,Cooper,45,45,LEE,78,1.615,76,2.776,70,2.356,62,1.581,63,2.046
185,2,Ayling,45,45,LEE,86,1.844,83,3.165,81,2.858,78,2.052,76,2.565
186,3,Klich,55,55,LEE,78,2.415,74,2.887,70,2.6,72,2.455,70,2.607
187,4,Rodrigo,65,65,LEE,58,2.014,50,2.254,52,2.26,47,1.886,50,2.171
188,3,Dallas,55,55,LEE,85,2.493,79,2.979,77,2.763,76,2.516,75,2.688
189,4,Bamford,80,80,LEE,81,3.503,78,4.65,76,4.145,75,3.647,75,4.111
190,2,Llorente,45,45,LEE,0,0,2,0.073,27,0.926,63,1.621,65,2.126
191,3,Phillips,50,50,LEE,83,2.306,80,2.687,78,2.513,80,2.382,74,2.394
192,3,Costa,55,55,LEE,20,0.754,22,1.038,26,1.141,27,1.082,24,1.055
193,3,Roberts,50,50,LEE,26,0.905,22,0.954,26,1.042,26,0.985,29,1.141
194,2,Koch,45,45,LEE,47,1.028,46,1.735,39,1.382,32,0.857,33,1.124
195,3,Poveda,45,45,LEE,2,0.08,4,0.202,5,0.238,6,0.258,6,0.285
196,3,Raphinha,65,65,LEE,79,2.964,76,3.869,77,3.637,74,3.085,75,3.542
197,3,Shackleton,45,45,LEE,2,0.068,2,0.078,3,0.112,2,0.071,3,0.112
198,2,Struijk,45,45,LEE,66,1.414,62,2.334,53,1.854,40,1.06,38,1.28
199,1,Meslier,50,50,LEE,89,3.114,89,3.605,89,3.566,88,3.168,87,3.424
267,3,Harrison,60,60,LEE,79,2.717,78,3.508,75,3.165,75,2.834,74,3.132
463,2,Firpo,50,50,LEE,14,0.346,44,1.919,48,1.919,46,1.379,50,1.92
490,1,Klaesson,45,45,LEE,0,0,0,0,0,0,3,0.108,2,0.079
221,3,Milner,50,50,LIV,38,1.686,15,0.706,11,0.445,11,0.456,12,0.574
222,3,Henderson,50,50,LIV,25,0.934,58,2.314,71,2.41,73,2.541,68,2.772
223,1,Adrián,45,45,LIV,0,0,1,0.047,1,0.04,2,0.081,1,0.047
224,2,Matip,50,50,LIV,67,3.083,64,3.25,65,2.42,61,2.348,64,3.292
225,3,Thiago,55,55,LIV,47,1.716,76,2.962,75,2.491,72,2.485,74,2.941
226,3,Shaqiri,60,60,LIV,3,0.183,5,0.319,5,0.262,4,0.222,6,0.394
227,3,Chamberlain,60,60,LIV,3,0.13,1,0.045,0,0,1,0.04,1,0.047
228,4,Firmino,90,90,LIV,59,3.124,56,3.164,55,2.59,57,2.805,58,3.353
229,2,van Dijk,65,65,LIV,72,3.42,85,4.469,83,3.187,83,3.291,81,4.319
230,3,Mané,120,120,LIV,80,5.297,81,5.806,78,4.385,77,4.566,75,5.575
231,1,Alisson,60,60,LIV,89,3.995,88,4.189,88,3.615,87,3.599,88,4.213
232,3,Fabinho,55,55,LIV,86,2.812,81,2.829,80,2.43,79,2.47,77,2.751
233,3,Salah,125,125,LIV,83,6.456,82,7.073,79,5.234,80,5.583,77,6.84
234,2,Robertson,70,70,LIV,0,0,0,0,0,0,32,1.362,53,3.041
235,4,Origi,50,50,LIV,2,0.13,3,0.205,6,0.341,4,0.239,7,0.473
236,3,Minamino,55,55,LIV,2,0.113,3,0.179,4,0.198,5,0.258,5,0.316
237,2,Alexander-Arnold,75,75,LIV,87,5.306,85,5.753,82,3.958,81,4.019,79,5.278
238,2,Gomez,50,50,LIV,5,0.207,5,0.227,8,0.274,8,0.282,10,0.462
239,3,Keita,50,50,LIV,49,2.171,23,1.097,18,0.73,17,0.716,18,0.873
240,3,Jota,75,75,LIV,44,2.975,45,3.297,48,2.746,45,2.724,45,3.37
241,2,Phillips,45,45,LIV,0,0,0,0,0,0,0,0,0,0
242,1,Kelleher,45,45,LIV,0,0,0,0,0,0,0,0,0,0
243,2,Konaté,55,55,LIV,35,1.579,27,1.338,26,0.947,30,1.132,29,1.455
244,3,Jones,50,50,LIV,0,0,4,0.178,4,0.154,9,0.356,10,0.451
245,2,Tsimikas,40,40,LIV,85,4.063,85,4.492,83,3.201,50,2.007,31,1.666
246,2,N.Williams,40,40,LIV,0,0,1,0.05,2,0.075,3,0.117,3,0.153
247,2,R.Williams,45,45,LIV,0,0,0,0,0,0,0,0,0,0
248,2,Davies,40,40,LIV,3,0.128,3,0.14,3,0.106,3,0.109,2,0.094
506,3,Elliott,55,55,LIV,12,0.708,3,0.2,2,0.108,2,0.113,2,0.136
33,3,Grealish,80,80,MCI,71,3.939,53,4.065,33,2.084,32,1.823,34,2.468
249,2,Walker,55,55,MCI,46,1.78,67,3.613,71,3.144,69,2.743,76,3.97
250,3,Gündogan,75,75,MCI,76,3.37,67,3.91,68,3.301,65,2.909,67,3.726
251,3,De Bruyne,120,120,MCI,48,2.568,69,5.271,79,4.898,77,4.347,76,5.63
252,2,Stones,55,55,MCI,48,1.858,71,3.81,76,3.343,72,2.839,70,3.615
253,2,Mendy,55,55,MCI,43,1.801,31,1.802,35,1.665,34,1.452,32,1.797
254,3,Mahrez,90,90,MCI,74,4.592,62,5.424,58,4.068,58,3.726,59,4.939
255,3,Sterling,110,110,MCI,24,1.358,45,3.519,65,4.11,63,3.645,60,4.515
256,2,Cancelo,60,60,MCI,77,3.167,71,4.09,64,2.999,67,2.81,62,3.436
257,1,Ederson,60,60,MCI,89,3.729,88,4.359,88,3.904,88,3.722,88,4.274
258,2,Aké,50,50,MCI,37,1.63,14,0.856,9,0.44,5,0.221,7,0.404
259,2,Laporte,55,55,MCI,2,0.079,9,0.495,14,0.631,26,1.054,26,1.375
260,1,Steffen,45,45,MCI,0,0,1,0.049,1,0.044,1,0.042,1,0.048
261,3,Bernardo,70,70,MCI,52,2.098,41,2.135,33,1.452,33,1.358,30,1.478
262,2,Dias,60,60,MCI,87,3.342,83,4.445,78,3.424,77,3.033,75,3.877
263,4,Jesus,85,85,MCI,10,0.525,46,3.233,68,4.02,69,3.739,69,4.756
264,2,Zinchenko,55,55,MCI,10,0.39,6,0.317,5,0.22,6,0.238,7,0.359
265,3,Foden,80,80,MCI,0,0,0,0,0,0,6,0.35,12,0.895
