id,Pos,Name,BV,SV,Team,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts
171,3,Allan,46,46,EVE,85,2.507,82,2.792,78,2.098,80,2.444,77,2.644
172,3,André Gomes,49,49,EVE,22,1.042,25,1.252,25,1.01,22,0.999,23,1.115
173,3,Doucouré,55,55,EVE,83,2.966,80,3.485,76,2.373,77,2.863,77,3.266
174,3,Iwobi,59,59,EVE,44,2.162,42,2.49,40,1.709,31,1.636,33,1.933
175,2,Mina,49,49,EVE,62,2.194,58,2.817,65,1.551,59,2.237,63,3.053
176,3,Davies,49,49,EVE,5,0.216,6,0.28,8,0.342,8,0.365,9,0.435
177,4,Calvert-Lewin,81,81,EVE,0,0,2,0.132,28,1.198,77,4.348,77,5.054
178,2,Holgate,45,45,EVE,16,0.531,23,1.067,24,0.616,25,0.946,29,1.384
179,2,Godfrey,48,48,EVE,34,1.191,37,1.775,34,0.824,38,1.422,38,1.83
180,4,Richarlison,75,75,EVE,83,3.973,80,4.771,75,2.867,70,3.085,70,3.463
181,1,Virgínia,40,40,EVE,0,0,0,0,0,0,0,0,0,0
481,1,Begović,40,40,EVE,0,0,2,0.091,1,0.035,1,0.04,2,0.09
482,3,Townsend,54,54,EVE,71,3.016,69,3.592,68,2.48,64,2.876,64,3.271
484,3,Gray,57,57,EVE,66,3.201,65,3.958,57,2.357,52,2.668,51,2.966
502,2,Kenny,45,45,EVE,1,0.036,2,0.092,2,0.059,2,0.076,3,0.134
503,3,Gordon,45,45,EVE,3,0.156,2,0.119,1,0.047,0,0,1,0.057
504,3,Gbamin,45,45,EVE,1,0.044,2,0.093,2,0.083,2,0.088,3,0.138
544,2,Branthwaite,40,40,EVE,0,0,0,0,0,0,0,0,1,0.042
545,4,Broadhead,45,45,EVE,0,0,0,0,0,0,0,0,0,0
564,4,Kean,60,60,EVE,0,0,0,0,0,0,0,0,0,0
570,2,Nkounkou,40,40,EVE,0,0,0,0,0,0,0,0,0,0
571,1,Lonergan,40,40,EVE,0,0,0,0,0,0,0,0,0,0
591,4,Rondón,60,60,EVE,33,1.804,30,1.983,25,1.245,9,0.577,9,0.639
200,1,Schmeichel,50,50,LEI,90,3.54,89,3.903,88,3.545,87,3.227,88,3.56
201,2,Evans,54,54,LEI,42,1.441,43,1.907,43,1.549,46,1.329,46,1.686
202,3,Albrighton,54,54,LEI,50,2.405,23,1.434,25,1.391,26,1.34,25,1.415
203,3,Mendy,44,44,LEI,0,0,0,0,3,0.124,3,0.124,5,0.215
204,1,Ward,40,40,LEI,0,0,0,0,1,0.041,2,0.075,1,0.041
205,4,Vardy,104,104,LEI,78,3.92,78,4.717,75,3.905,75,3.626,73,3.878
206,3,Praet,49,49,LEI,0,0,0,0,0,0,0,0,0,0
207,2,Pereira,55,55,LEI,66,2.7,59,3.091,63,2.667,62,2.135,63,2.745
208,2,Amartey,41,40,LEI,6,0.23,6,0.274,7,0.281,10,0.355,10,0.415
209,2,Castagne,54,54,LEI,72,2.462,67,2.999,66,2.399,68,2.006,66,2.485
210,3,Tielemans,65,65,LEI,87,2.895,84,3.29,83,2.859,82,2.639,80,2.823
211,3,Pérez,58,58,LEI,0,0,61,3.282,59,2.809,60,2.602,60,2.882
212,3,Maddison,68,68,LEI,75,3.797,73,4.543,75,3.931,72,3.443,72,3.849
213,4,Iheanacho,71,71,LEI,14,0.926,12,0.934,14,0.952,14,0.887,16,1.079
214,3,Choudhury,45,45,LEI,1,0.042,2,0.091,1,0.042,2,0.086,2,0.087
215,3,Barnes,68,68,LEI,76,3.755,74,4.442,73,3.737,71,3.299,71,3.672
216,3,Ndidi,50,50,LEI,87,2.593,84,2.845,82,2.509,81,2.329,80,2.472
217,2,Söyüncü,50,50,LEI,73,2.574,72,3.365,65,2.437,69,2.075,69,2.677
218,2,Justin,49,49,LEI,0,0,0,0,0,0,0,0,0,0
219,2,Thomas,45,45,LEI,8,0.325,11,0.556,12,0.52,10,0.373,10,0.438
220,2,Fofana,44,44,LEI,0,0,0,0,0,0,0,0,0,0
340,2,Vestergaard,49,49,LEI,59,2.039,60,2.731,64,2.37,57,1.688,57,2.159
455,4,Daka,72,72,LEI,4,0.256,2,0.147,2,0.133,3,0.187,2,0.133
458,3,Soumaré,49,49,LEI,12,0.516,13,0.592,12,0.523,14,0.606,16,0.716
473,2,Bertrand,49,49,LEI,36,1.301,40,1.863,36,1.377,35,1.096,36,1.416
505,3,Dewsbury-Hall,45,45,LEI,0,0,0,0,0,0,0,0,0,0
573,1,Jakupovic,40,40,LEI,0,0,0,0,0,0,0,0,0,0
587,3,Lookman,60,60,LEI,43,2.073,26,1.579,28,1.515,28,1.394,28,1.511
182,3,Hernández,55,55,LEE,0,0,0,0,0,0,0,0,0,0
183,1,Casilla,45,45,LEE,0,0,0,0,0,0,0,0,0,0
184,2,Cooper,45,45,LEE,87,2.822,84,2.687,82,3.515,79,2.535,79,2.983
185,2,Ayling,45,45,LEE,89,2.936,86,2.798,84,3.672,82,2.656,79,3.069
186,3,Klich,55,55,LEE,63,2.83,65,2.927,62,3.246,65,2.868,61,2.955
187,4,Rodrigo,63,63,LEE,59,2.619,57,2.568,56,2.803,57,2.508,56,2.609
188,3,Dallas,54,54,LEE,81,2.891,81,2.916,71,3.047,71,2.61,74,2.92
189,4,Bamford,79,79,LEE,81,4.513,79,4.454,78,5.118,75,4.112,75,4.456
190,2,Llorente,45,45,LEE,0,0,0,0,0,0,0,0,0,0
191,3,Phillips,49,49,LEE,86,2.53,84,2.477,83,2.722,82,2.412,82,2.545
192,3,Costa,54,54,LEE,0,0,0,0,0,0,0,0,0,0
193,3,Roberts,49,49,LEE,23,1.107,23,1.156,26,1.436,28,1.375,28,1.426
194,2,Koch,44,44,LEE,0,0,0,0,0,0,0,0,0,0
195,3,Poveda,45,45,LEE,0,0,0,0,0,0,0,0,0,0
196,3,Raphinha,65,65,LEE,85,3.976,82,3.886,80,4.453,79,3.674,76,3.863
197,3,Shackleton,45,45,LEE,60,1.999,60,1.984,14,0.632,16,0.677,21,0.899
198,2,Struijk,44,44,LEE,0,0,0,0,83,3.566,82,2.613,81,3.051
199,1,Meslier,50,50,LEE,90,3.547,89,3.501,87,3.78,87,3.418,87,3.616
267,3,Harrison,58,58,LEE,81,3.511,79,3.445,77,3.938,75,3.262,76,3.545
287,3,James,60,60,LEE,18,0.947,25,1.245,25,1.391,26,1.279,31,1.588
463,2,Firpo,48,48,LEE,62,2.591,61,2.516,56,3.032,55,2.275,55,2.632
490,1,Klaesson,45,45,LEE,0,0,0,0,2,0.088,2,0.079,2,0.084
550,4,Greenwood,45,45,LEE,0,0,0,0,0,0,0,0,0,0
551,3,Summerville,45,45,LEE,0,0,0,0,0,0,0,0,0,0
552,3,Forshaw,45,45,LEE,0,0,0,0,0,0,0,0,0,0
562,2,Drameh,40,40,LEE,2,0.059,6,0.185,0,0,2,0.057,0,0
563,2,Cresswell,40,40,LEE,0,0,0,0,0,0,0,0,2,0.064
576,3,McCarron,45,45,LEE,0,0,0,0,0,0,0,0,0,0
577,4,Gelhardt,45,45,LEE,1,0.061,2,0.124,1,0.068,2,0.122,2,0.129
221,3,Milner,49,49,LIV,3,0.156,6,0.313,7,0.339,7,0.375,11,0.534
222,3,Henderson,50,50,LIV,71,2.942,69,2.666,65,2.188,69,2.719,69,2.254
223,1,Adrián,45,45,LIV,0,0,0,0,0,0,0,0,0,0
224,2,Matip,50,50,LIV,87,4.527,83,3.869,81,2.583,82,3.929,81,2.437
225,3,Thiago,54,54,LIV,73,3.118,72,2.856,72,2.437,70,2.836,68,2.289
226,3,Shaqiri,59,59,LIV,0,0,0,0,0,0,0,0,0,0
