id,Pos,Name,BV,SV,Team,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts
614,3,Maghoma,45,45,BRE,0,0,0,0,0,0,0,0,0,0
619,1,Cox,40,40,BRE,0,0,0,0,0,0,0,0,0,0
53,3,Lallana,54,54,BHA,70,2.981,66,2.442,66,2.63,67,2.27,63,2.322
54,1,Steele,40,40,BHA,0,0,0,0,0,0,1,0.036,1,0.039
55,3,Groß,59,59,BHA,57,3.15,54,2.502,57,2.988,53,2.197,62,2.902
56,2,Duffy,44,44,BHA,77,3.504,60,1.996,65,2.588,66,1.719,65,2.174
57,3,Pröpper,45,45,BHA,0,0,0,0,0,0,0,0,0,0
58,2,Burn,44,44,BHA,16,0.742,50,1.762,47,1.951,48,1.364,46,1.64
59,2,Dunk,50,50,BHA,88,4.092,85,2.886,85,3.468,82,2.168,82,2.791
60,3,March,53,53,BHA,48,2.175,48,1.905,50,2.112,53,1.922,49,1.913
61,2,Webster,44,44,BHA,14,0.601,9,0.312,11,0.43,14,0.387,16,0.539
62,2,Veltman,44,44,BHA,60,2.641,54,1.804,57,2.253,53,1.409,50,1.699
63,4,Maupay,65,65,BHA,83,4.683,78,3.679,77,4.103,78,3.264,78,3.663
64,3,Trossard,64,64,BHA,81,4.787,76,3.679,72,4.048,75,3.212,73,3.577
65,1,Ryan,45,45,BHA,0,0,0,0,0,0,0,0,0,0
66,3,Jahanbakhsh,55,55,BHA,0,0,0,0,0,0,0,0,0,0
68,2,Bernardo,40,40,BHA,0,0,0,0,0,0,0,0,0,0
69,1,Sánchez,46,46,BHA,90,3.873,89,3.401,89,3.621,88,3.16,88,3.4
70,3,Bissouma,45,45,BHA,68,2.433,69,2.186,61,2.097,59,1.788,62,1.994
71,2,Lamptey,44,44,BHA,65,3.408,59,2.363,54,2.564,55,1.793,59,2.354
72,4,Connolly,53,53,BHA,27,1.599,30,1.531,31,1.724,31,1.451,29,1.513
73,3,Alzate,49,49,BHA,0,0,0,0,0,0,0,0,0,0
74,3,Mac Allister,54,54,BHA,31,1.623,38,1.704,40,1.93,40,1.656,37,1.647
75,3,Moder,45,45,BHA,25,1.197,27,1.167,31,1.374,28,1.142,31,1.301
447,4,Welbeck,60,60,BHA,0,0,0,0,0,0,0,0,0,0
462,3,Mwepu,59,59,BHA,6,0.322,8,0.394,10,0.537,8,0.39,9,0.448
476,1,Scherpen,45,45,BHA,0,0,0,0,0,0,0,0,0,0
500,4,Andone,50,50,BHA,0,0,0,0,0,0,0,0,0,0
535,4,Zeqiri,45,45,BHA,0,0,0,0,0,0,0,0,0,0
536,2,Karbownik,40,40,BHA,0,0,0,0,0,0,0,0,0,0
537,3,Richards,45,45,BHA,0,0,0,0,0,0,1,0.048,1,0.051
538,3,Caicedo,45,45,BHA,0,0,0,0,0,0,0,0,0,0
560,2,Roberts,40,40,BHA,0,0,0,0,0,0,0,0,1,0.043
584,2,Cucurella,50,50,BHA,72,3.611,75,2.78,70,3.142,68,2.031,66,2.51
595,4,Locadia,45,45,BHA,2,0.14,4,0.246,5,0.342,6,0.337,6,0.368
612,3,Sarmiento,45,45,BHA,0,0,0,0,0,0,0,0,0,0
98,2,Tarkowski,49,49,BUR,88,1.429,85,3.1,85,2.719,83,2.316,82,2.614
99,2,Bardsley,39,39,BUR,0,0,1,0.031,2,0.057,3,0.08,4,0.117
100,2,Pieters,43,43,BUR,1,0.025,3,0.113,7,0.253,7,0.234,10,0.365
101,3,Cork,45,45,BUR,27,0.925,29,1.124,30,1.123,31,1.115,32,1.188
102,3,Stephens,45,45,BUR,0,0,0,0,0,0,0,0,0,0
103,2,Long,40,40,BUR,0,0,1,0.046,1,0.043,0,0,2,0.082
104,4,Rodriguez,53,53,BUR,28,1.246,33,1.799,33,1.728,31,1.516,33,1.738
105,4,Barnes,53,53,BUR,10,0.495,14,0.853,14,0.815,18,0.964,19,1.091
106,2,Mee,49,49,BUR,81,1.407,78,3.009,78,2.644,80,2.344,71,2.406
107,3,Westwood,53,53,BUR,86,2.311,82,2.812,82,2.674,81,2.49,79,2.59
108,3,Gudmundsson,54,54,BUR,38,1.428,40,1.815,41,1.767,43,1.745,48,2
109,4,Wood,67,67,BUR,80,3.018,75,4.101,76,3.848,72,3.367,71,3.66
110,2,Lowton,44,44,BUR,88,1.573,86,3.472,85,2.983,82,2.5,79,2.778
111,4,Vydra,52,52,BUR,40,1.696,39,2.186,40,2.107,42,2.023,35,1.906
112,1,Pope,54,54,BUR,89,3.037,87,3.526,88,3.36,88,3.247,87,3.369
113,2,Taylor,44,44,BUR,88,1.407,86,3.07,81,2.591,81,2.251,79,2.511
114,1,Norris,44,44,BUR,0,0,0,0,0,0,0,0,0,0
115,3,Brownhill,44,44,BUR,82,2.203,79,2.669,75,2.428,74,2.26,75,2.422
116,3,Benson,45,45,BUR,0,0,0,0,0,0,0,0,0,0
117,1,Peacock-Farrell,45,45,BUR,0,0,0,0,0,0,0,0,0,0
118,3,McNeil,58,58,BUR,84,2.416,80,3.021,81,2.878,78,2.627,76,2.742
451,2,Collins,43,43,BUR,9,0.2,14,0.518,16,0.534,16,0.479,23,0.777
480,1,Hennessey,45,45,BUR,0,0,2,0.082,1,0.039,1,0.037,1,0.039
533,4,Richardson,45,45,BUR,0,0,0,0,0,0,0,0,0,0
534,2,Thomas,40,40,BUR,0,0,0,0,0,0,1,0.026,2,0.057
565,2,Dodgson,40,40,BUR,0,0,0,0,0,0,1,0.026,1,0.028
575,3,Lennon,50,50,BUR,1,0.045,2,0.107,3,0.156,3,0.149,6,0.323
578,3,Cornet,60,60,BUR,54,2.003,56,2.721,53,2.426,53,2.26,49,2.277
585,2,Roberts,45,45,BUR,5,0.134,5,0.214,6,0.233,7,0.24,10,0.362
119,2,Azpilicueta,60,60,CHE,49,2.718,50,2.206,49,2.169,49,2.508,50,1.986
120,4,Giroud,65,65,CHE,0,0,0,0,0,0,0,0,0,0
121,2,Thiago Silva,55,55,CHE,56,2.939,63,2.582,60,2.462,58,2.785,56,2.072
122,2,Alonso,56,56,CHE,19,1.262,19,1,25,1.36,33,2.084,26,1.291
123,3,Jorginho,58,58,CHE,77,3.782,68,2.826,65,2.601,64,2.736,61,2.282
124,3,Barkley,52,52,CHE,24,1.871,19,1.27,12,0.842,6,0.316,3,0.137
125,3,Kovacic,52,52,CHE,0,0,19,0.837,45,1.926,53,2.461,52,2.146
126,4,Batshuayi,55,55,CHE,0,0,0,0,0,0,0,0,0,0
127,2,Rüdiger,59,57,CHE,81,4.226,79,3.175,78,3.137,76,3.609,73,2.634
129,1,Arrizabalaga,48,48,CHE,0,0,2,0.084,2,0.084,1,0.045,2,0.081
130,3,Kanté,49,49,CHE,59,2.562,51,1.997,39,1.6,36,1.566,38,1.496
131,3,Ziyech,73,73,CHE,28,1.953,18,1.107,12,0.754,11,0.739,11,0.648
132,3,Loftus-Cheek,54,54,CHE,40,2.034,34,1.542,21,1.014,22,1.107,21,0.968
133,2,Christensen,50,50,CHE,34,1.706,31,1.238,39,1.536,42,1.914,42,1.482
134,4,Werner,86,86,CHE,0,0,4,0.232,25,1.312,37,2.021,39,1.874
135,2,Chilwell,60,60,CHE,70,4.983,69,3.712,63,3.402,56,3.549,63,3.057
136,4,Abraham,65,65,CHE,0,0,0,0,0,0,0,0,0,0
137,3,Pulisic,79,79,CHE,75,4.962,68,3.689,52,2.943,50,3.134,46,2.477
138,3,Mount,76,76,CHE,61,4.446,75,4.418,65,3.847,64,4.227,58,3.202
139,2,Ampadu,45,45,CHE,0,0,0,0,0,0,0,0,0,0
140,3,Hudson-Odoi,53,53,CHE,19,1.175,14,0.772,14,0.737,11,0.603,8,0.44
141,3,Havertz,81,81,CHE,76,5.386,73,4.106,60,3.305,50,3.065,55,2.816
142,2,James,58,58,CHE,71,5.807,69,4.251,65,4.041,63,4.6,69,3.851
143,1,Mendy,62,62,CHE,89,4.199,87,3.606,87,3.6,88,3.946,87,3.477
501,2,Sarr,49,49,CHE,0,0,0,0,0,0,1,0.053,1,0.046
527,2,Chalobah,49,49,CHE,46,2.657,45,2.027,48,2.143,47,2.449,48,1.929
529,4,Lukaku,115,115,CHE,0,0,11,0.611,46,2.586,55,3.45,66,3.51
539,2,Emerson,45,45,CHE,0,0,0,0,0,0,0,0,0,0
592,3,Saúl,51,51,CHE,5,0.25,5,0.231,4,0.184,2,0.092,4,0.178
606,1,Bettinelli,40,40,CHE,0,0,0,0,0,0,0,0,0,0
144,3,Gallagher,57,57,CRY,84,3.971,79,3.402,74,3.511,73,2.962,72,2.562
146,1,Guaita,45,45,CRY,89,3.644,89,3.483,86,3.515,88,3.259,88,3.056
147,2,Tomkins,43,43,CRY,0,0,1,0.035,1,0.038,0,0,1,0.028
148,3,McArthur,45,45,CRY,80,2.576,76,2.388,77,2.514,73,2.22,74,2.054
149,4,Benteke,63,63,CRY,47,2.926,42,2.483,46,2.914,44,2.46,42,2.022
150,2,Kouyaté,45,45,CRY,16,0.687,22,0.86,27,1.156,32,1.109,34,0.914
151,2,Kelly,39,39,CRY,0,0,3,0.11,4,0.161,1,0.034,3,0.087
152,3,Milivojevic,54,54,CRY,67,2.744,66,2.583,63,2.657,63,2.371,61,2.06
153,4,Ayew,59,59,CRY,47,2.175,45,2.021,41,1.994,37,1.666,37,1.514
154,3,Zaha,69,69,CRY,84,4.181,74,3.522,68,3.527,63,2.798,58,2.224
155,3,Schlupp,54,54,CRY,13,0.702,15,0.725,15,0.766,17,0.8,14,0.628
156,1,Butland,44,44,CRY,0,0,0,0,0,0,0,0,0,0
157,3,Riedewald,48,48,CRY,2,0.097,5,0.235,5,0.239,6,0.275,6,0.266
158,2,Jach,43,43,CRY,0,0,0,0,2,0.092,1,0.042,1,0.036
159,4,Mateta,53,53,CRY,1,0.068,1,0.065,1,0.07,1,0.062,2,0.115
160,3,Eze,59,59,CRY,0,0,20,1.028,39,2.184,50,2.404,55,2.299
161,2,Ferguson,45,45,CRY,0,0,0,0,4,0.156,9,0.278,11,0.268
162,2,Mitchell,45,45,CRY,88,3.398,86,2.931,82,3.235,86,2.546,83,1.737
386,3,Hughes,47,47,CRY,3,0.148,5,0.238,4,0.197,8,0.37,8,0.353
464,3,Olise,54,54,CRY,41,2.065,37,1.806,34,1.792,33,1.56,34,1.446
474,2,Ward,45,45,CRY,89,3.092,86,2.68,82,2.934,81,2.214,79,1.533
477,2,Guéhi,45,45,CRY,89,3.064,86,2.653,83,2.928,80,2.167,79,1.517
488,2,Andersen,45,45,CRY,88,3.132,86,2.729,85,3.085,80,2.229,82,1.603
493,2,Clyne,44,44,CRY,0,0,1,0.029,1,0.032,0,0,0,0
540,2,Hannam,40,40,CRY,0,0,0,0,0,0,0,0,1,0.022
541,3,Rak-Sakyi,45,45,CRY,0,0,0,0,0,0,0,0,0,0
542,4,Street,45,45,CRY,0,0,0,0,0,0,0,0,0,0
543,3,Banks,45,45,CRY,0,0,0,0,0,0,0,0,0,0
561,1,Matthews,40,40,CRY,0,0,0,0,2,0.082,0,0,1,0.035
586,4,Edouard,65,65,CRY,49,2.646,52,2.626,48,2.658,51,2.466,51,2.152
163,3,Delph,44,44,EVE,15,0.709,8,0.343,6,0.272,8,0.355,3,0.13
164,3,Sigurdsson,68,68,EVE,0,0,0,0,0,0,0,0,0,0
165,2,Coleman,49,49,EVE,73,2.63,64,1.15,59,2.09,60,1.463,57,1.894
166,3,James,69,69,EVE,0,0,0,0,0,0,0,0,0,0
167,3,Bernard,55,55,EVE,0,0,0,0,0,0,0,0,0,0
168,2,Digne,52,52,EVE,73,2.912,86,1.549,83,3.154,82,2.075,82,2.889
169,2,Keane,50,50,EVE,88,3.445,85,1.508,86,3.156,83,2.034,77,2.652
170,1,Pickford,50,50,EVE,89,3.472,87,2.985,88,3.429,87,3.052,88,3.368
171,3,Allan,46,46,EVE,86,2.527,82,2.047,80,2.323,82,2.14,77,2.208
172,3,André Gomes,49,49,EVE,24,0.834,48,1.553,37,1.436,34,1.262,28,1.137
173,3,Doucouré,55,55,EVE,0,0,15,0.431,45,1.582,52,1.688,69,2.486
174,3,Iwobi,58,58,EVE,39,2.066,42,1.694,37,1.867,36,1.597,35,1.721
175,2,Mina,49,49,EVE,26,0.919,74,1.245,70,2.401,70,1.62,72,2.298
176,3,Davies,49,49,EVE,51,2.073,39,1.397,26,1.169,25,1.053,18,0.827
177,4,Calvert-Lewin,80,80,EVE,0,0,12,0.467,42,2.136,59,2.514,72,3.647
178,2,Holgate,42,42,EVE,15,0.516,3,0.083,5,0.186,4,0.122,8,0.266
179,2,Godfrey,48,48,EVE,76,2.689,44,0.78,52,1.777,53,1.222,58,1.844
180,4,Richarlison,74,74,EVE,77,3.76,75,2.624,75,3.173,66,2.445,69,2.711
181,1,Virgínia,40,40,EVE,0,0,0,0,0,0,0,0,0,0
481,1,Begović,40,40,EVE,0,0,2,0.069,1,0.039,2,0.071,1,0.039
482,3,Townsend,57,57,EVE,79,3.746,73,2.513,71,3.101,70,2.637,64,2.718
484,3,Gray,58,58,EVE,72,3.584,68,2.473,64,3.016,61,2.487,63,2.863
502,2,Kenny,44,44,EVE,4,0.162,1,0.03,1,0.04,3,0.1,1,0.039
503,3,Gordon,45,45,EVE,28,1.326,21,0.898,17,0.841,17,0.787,20,0.969
504,3,Gbamin,45,45,EVE,16,0.698,8,0.34,5,0.229,6,0.265,4,0.184
544,2,Branthwaite,40,40,EVE,1,0.045,0,0,0,0,0,0,1,0.042
545,4,Broadhead,45,45,EVE,0,0,0,0,0,0,0,0,0,0
564,4,Kean,60,60,EVE,0,0,0,0,0,0,0,0,0,0
570,2,Nkounkou,40,40,EVE,0,0,0,0,0,0,0,0,0,0
571,1,Lonergan,40,40,EVE,0,0,0,0,0,0,0,0,0,0
591,4,Rondón,60,60,EVE,46,2.268,40,1.591,27,1.408,17,0.859,11,0.64
602,4,Simms,45,45,EVE,0,0,0,0,0,0,0,0,0,0
607,4,Dobbin,45,45,EVE,0,0,0,0,0,0,0,0,0,0
613,3,Whitaker,45,45,EVE,0,0,0,0,0,0,0,0,0,0
616,1,Tyrer,40,40,EVE,0,0,0,0,0,0,0,0,0,0
622,4,Tosun,50,50,EVE,0,0,0,0,0,0,0,0,0,0
623,2,Welch,40,40,EVE,0,0,0,0,0,0,0,0,0,0
200,1,Schmeichel,50,50,LEI,89,3.407,90,3.245,89,3.866,88,3.443,88,3.39
201,2,Evans,54,54,LEI,49,1.559,51,1.368,52,2.255,50,1.637,51,1.647
202,3,Albrighton,53,53,LEI,0,0,6,0.296,14,0.838,14,0.741,18,0.935
203,3,Mendy,44,44,LEI,0,0,0,0,0,0,0,0,0,0
204,1,Ward,40,40,LEI,0,0,0,0,0,0,1,0.04,0,0
205,4,Vardy,108,108,LEI,84,4.277,80,3.557,76,4.807,78,4.028,73,3.734
206,3,Praet,49,49,LEI,0,0,0,0,0,0,0,0,0,0
207,2,Pereira,54,54,LEI,46,1.9,50,1.699,49,2.761,53,2.24,48,1.957
208,2,Amartey,39,39,LEI,0,0,1,0.031,3,0.127,7,0.254,6,0.215
209,2,Castagne,53,53,LEI,82,2.526,77,2.025,75,3.297,76,2.467,68,2.208
210,3,Tielemans,65,65,LEI,87,3.426,85,3.016,80,3.875,80,3.204,78,3.078
211,3,Pérez,58,58,LEI,28,1.356,20,0.948,21,1.207,20,1.029,21,1.071
212,3,Maddison,67,67,LEI,38,2.091,36,1.776,40,2.587,37,2.051,43,2.254
213,4,Iheanacho,70,70,LEI,57,3.005,60,2.754,56,3.52,59,3.065,57,2.922
214,3,Choudhury,44,44,LEI,0,0,1,0.041,2,0.091,1,0.042,2,0.085
215,3,Barnes,65,65,LEI,59,2.69,56,2.322,52,2.86,55,2.516,51,2.34
216,3,Ndidi,48,48,LEI,87,2.643,82,2.355,77,2.766,80,2.481,79,2.433
217,2,Söyüncü,49,49,LEI,80,2.693,76,2.149,78,3.755,77,2.694,70,2.434
218,2,Justin,49,49,LEI,0,0,0,0,3,0.15,6,0.228,8,0.292
219,2,Thomas,43,43,LEI,1,0.03,0,0,1,0.039,0,0,3,0.094
220,2,Fofana,43,43,LEI,0,0,0,0,0,0,0,0,0,0
340,2,Vestergaard,48,48,LEI,53,1.73,53,1.464,48,2.187,49,1.668,56,1.859
455,4,Daka,71,71,LEI,25,1.432,29,1.472,32,2.068,27,1.552,34,1.822
458,3,Soumaré,48,48,LEI,7,0.294,13,0.554,22,0.997,19,0.819,20,0.848
473,2,Bertrand,47,47,LEI,87,2.687,85,2.191,82,3.643,80,2.606,77,2.506
505,3,Dewsbury-Hall,45,45,LEI,0,0,0,0,0,0,0,0,0,0
573,1,Jakupovic,40,40,LEI,0,0,0,0,0,0,0,0,0,0
587,3,Lookman,60,60,LEI,19,0.969,29,1.296,25,1.396,20,1.015,24,1.178
182,3,Hernández,55,55,LEE,0,0,0,0,0,0,0,0,0,0
183,1,Casilla,45,45,LEE,0,0,0,0,0,0,0,0,0,0
184,2,Cooper,45,45,LEE,85,2.802,83,2.171,80,2.325,79,2.944,79,3.07
185,2,Ayling,43,43,LEE,0,0,17,0.455,31,0.945,49,1.913,68,2.767
186,3,Klich,55,55,LEE,76,3.893,71,3.127,68,3.173,67,3.669,64,3.609
187,4,Rodrigo,63,63,LEE,77,3.77,73,3.126,71,3.176,67,3.512,66,3.537
188,3,Dallas,52,52,LEE,81,2.818,77,2.507,78,2.624,72,2.812,68,2.748
189,4,Bamford,77,77,LEE,0,0,0,0,0,0,0,0,0,0
190,2,Llorente,45,45,LEE,71,2.663,69,2.045,62,2.011,62,2.575,63,2.741
191,3,Phillips,48,48,LEE,78,2.437,76,2.196,76,2.25,74,2.406,66,2.223
192,3,Costa,54,54,LEE,0,0,0,0,0,0,0,0,0,0
193,3,Roberts,49,49,LEE,56,2.66,54,2.278,54,2.378,55,2.819,54,2.862
194,2,Koch,43,43,LEE,0,0,2,0.052,8,0.243,10,0.366,12,0.484
195,3,Poveda,45,45,LEE,0,0,0,0,0,0,0,0,0,0
196,3,Raphinha,66,65,LEE,83,4.313,78,3.431,78,3.589,76,4.206,76,4.318
197,3,Shackleton,45,45,LEE,36,1.312,29,1.093,24,0.952,19,0.814,17,0.746
198,2,Struijk,44,44,LEE,42,1.526,43,1.261,44,1.396,44,1.743,39,1.643
199,1,Meslier,50,50,LEE,90,3.561,88,3.186,88,3.296,88,3.614,88,3.661
267,3,Harrison,57,57,LEE,73,3.289,70,2.759,66,2.728,67,3.216,68,3.301
287,3,James,60,60,LEE,34,1.677,40,1.726,41,1.803,40,1.972,45,2.23
463,2,Firpo,48,48,LEE,69,2.606,77,2.342,72,2.437,72,3.142,69,3.127
490,1,Klaesson,44,44,LEE,0,0,1,0.037,1,0.038,1,0.042,1,0.042
550,4,Greenwood,45,45,LEE,0,0,0,0,1,0.064,0,0,1,0.072
551,3,Summerville,45,45,LEE,8,0.459,10,0.524,12,0.642,15,0.881,12,0.724
552,3,Forshaw,45,45,LEE,6,0.276,5,0.22,8,0.366,9,0.438,10,0.491
