id,Pos,Name,BV,SV,Team,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts
41,3,Nakamba,45,45,AVL,19,0.802,20,0.737,17,0.689,20,0.744,17,0.643
42,3,El Ghazi,60,60,AVL,74,4.294,59,2.417,49,2.898,50,2.222,46,2.248
43,3,Buendía,64,64,AVL,80,4.267,72,2.676,71,3.563,66,2.535,68,2.765
44,2,Cash,50,50,AVL,87,3.461,82,1.583,81,2.89,81,1.603,80,1.947
45,2,Konsa,50,50,AVL,88,3.602,87,1.671,84,3.053,83,1.672,79,1.979
46,2,Guilbert,45,45,AVL,2,0.086,6,0.134,8,0.305,7,0.16,7,0.188
47,4,Wesley,55,55,AVL,24,1.435,10,0.457,10,0.574,8,0.372,9,0.441
48,4,Samatta,55,55,AVL,0,0,0,0,0,0,0,0,0,0
49,4,Davis,45,45,AVL,0,0,0,0,0,0,0,0,0,0
50,3,Douglas Luiz,45,45,AVL,72,2.524,65,1.891,64,2.175,67,1.952,64,1.952
51,3,Ramsey,45,45,AVL,21,1.002,17,0.652,19,0.829,14,0.527,18,0.712
52,2,Young,50,50,AVL,5,0.213,4,0.09,7,0.265,5,0.114,6,0.162
283,2,Tuanzebe,45,45,AVL,1,0.039,5,0.105,6,0.209,8,0.171,11,0.286
337,4,Ings,81,80,AVL,78,4.39,76,3.02,74,4.068,73,3.028,71,3.163
492,3,Bailey,64,64,AVL,0,0,26,0.947,50,2.412,64,2.397,65,2.584
496,3,Ramsey,45,45,AVL,0,0,0,0,0,0,0,0,0,0
497,3,Philogene-Bidace,50,50,AVL,0,0,2,0.058,0,0,0,0,0,0
526,3,Chukwuemeka,45,45,AVL,0,0,0,0,0,0,0,0,0,0
76,2,Jansson,45,45,BRE,88,2.339,83,2.916,83,2.388,83,1.841,83,1.905
77,3,Nørgaard,50,50,BRE,80,2.643,79,2.833,77,2.578,76,2.416,73,2.355
78,4,Toney,64,64,BRE,85,4.189,83,4.658,81,4.033,81,3.684,81,3.719
79,3,Fosu,53,53,BRE,1,0.037,3,0.129,1,0.037,2,0.073,2,0.073
80,1,Raya,45,45,BRE,89,3.259,89,3.587,88,3.26,87,3.043,88,3.11
81,3,Canós,55,55,BRE,73,2.747,69,2.883,69,2.62,67,2.396,68,2.438
82,3,Dasilva,54,54,BRE,0,0,0,0,0,0,0,0,0,0
83,2,Henry,45,45,BRE,75,2.298,72,2.827,70,2.241,69,1.729,68,1.757
84,3,Janelt,50,50,BRE,79,2.533,73,2.599,74,2.442,74,2.313,72,2.282
85,3,Ghoddos,54,54,BRE,7,0.312,8,0.42,9,0.427,9,0.4,11,0.503
86,3,Jensen,49,49,BRE,59,2.029,75,2.832,75,2.613,74,2.444,71,2.384
87,2,Goode,40,40,BRE,2,0.059,5,0.18,6,0.182,7,0.172,8,0.202
88,4,Forss,55,55,BRE,3,0.154,6,0.356,7,0.387,7,0.356,8,0.413
89,2,Roerslev,44,44,BRE,15,0.479,17,0.685,18,0.654,19,0.559,18,0.539
90,2,Sørensen,45,45,BRE,19,0.656,30,1.293,34,1.199,35,0.982,35,1.012
91,2,Pinnock,46,46,BRE,88,2.507,85,3.161,83,2.535,82,1.953,82,2.013
92,1,Balcombe,40,40,BRE,0,0,0,0,0,0,0,0,0,0
93,3,Zamburek,45,45,BRE,1,0.03,1,0.032,1,0.03,1,0.029,2,0.061
94,1,Gunnarsson,40,40,BRE,0,0,0,0,1,0.038,2,0.071,1,0.036
95,4,Dervişoğlu,54,54,BRE,3,0.15,5,0.29,6,0.311,8,0.398,8,0.399
96,3,Mbeumo,55,55,BRE,85,3.86,81,4.288,81,3.749,79,3.374,77,3.338
97,3,Bidstrup,45,45,BRE,7,0.254,7,0.267,7,0.255,8,0.289,7,0.248
479,3,Onyeka,50,50,BRE,35,1.396,27,1.195,28,1.163,29,1.144,34,1.309
483,2,Ajer,45,45,BRE,81,2.365,80,2.995,78,2.397,77,1.847,75,1.859
498,2,Thompson,45,45,BRE,0,0,0,0,0,0,0,0,0,0
499,3,Baptiste,50,50,BRE,0,0,0,0,0,0,0,0,0,0
524,3,Wissa,60,60,BRE,0,0,0,0,0,0,0,0,0,0
556,1,Fernández,45,45,BRE,0,0,0,0,0,0,0,0,0,0
53,3,Lallana,55,55,BHA,53,2.216,42,1.839,40,1.824,38,1.741,38,1.707
54,1,Steele,40,40,BHA,0,0,1,0.04,1,0.04,1,0.041,3,0.119
55,3,Groß,60,60,BHA,85,3.923,76,3.396,72,3.342,69,3.188,69,3.118
56,2,Duffy,41,41,BHA,88,3.598,62,2.442,36,1.528,25,1.083,26,1.053
57,3,Pröpper,45,45,BHA,0,0,0,0,0,0,0,0,0,0
58,2,Burn,45,45,BHA,0,0,0,0,0,0,0,0,0,0
59,2,Dunk,50,50,BHA,88,3.526,84,3.199,84,3.257,83,3.304,82,3.053
60,3,March,55,55,BHA,83,2.8,81,2.707,79,2.718,79,2.725,77,2.638
61,2,Webster,45,45,BHA,88,3.209,86,2.995,84,2.958,82,3.007,81,2.775
62,2,Veltman,44,44,BHA,0,0,28,1.025,59,2.152,76,2.853,76,2.657
63,4,Maupay,65,65,BHA,59,2.906,78,3.662,74,3.673,74,3.637,73,3.541
64,3,Trossard,64,64,BHA,62,2.653,49,2.112,47,2.128,47,2.16,47,2.079
65,1,Ryan,45,45,BHA,0,0,0,0,0,0,0,0,0,0
66,3,Jahanbakhsh,55,55,BHA,0,0,0,0,0,0,0,0,0,0
68,2,Bernardo,40,40,BHA,0,0,0,0,0,0,0,0,0,0
69,1,Sánchez,45,45,BHA,89,3.632,88,3.51,88,3.505,88,3.587,86,3.386
70,3,Bissouma,46,45,BHA,86,2.744,83,2.652,82,2.671,79,2.623,78,2.56
71,2,Lamptey,45,45,BHA,0,0,32,1.292,59,2.473,73,3.134,74,2.952
72,4,Connolly,55,55,BHA,47,2.446,27,1.468,28,1.599,27,1.532,29,1.612
73,3,Alzate,50,50,BHA,21,0.94,8,0.312,6,0.226,6,0.225,6,0.224
74,3,Mac Allister,55,55,BHA,39,1.803,30,1.407,28,1.368,27,1.321,26,1.259
75,3,Moder,45,45,BHA,7,0.266,4,0.135,1,0.031,3,0.099,2,0.063
447,4,Welbeck,60,60,BHA,49,2.544,65,3.205,63,3.253,61,3.112,62,3.112
462,3,Mwepu,59,59,BHA,11,0.451,36,1.472,32,1.366,29,1.252,29,1.239
476,1,Scherpen,45,45,BHA,0,0,0,0,0,0,0,0,0,0
500,4,Andone,50,50,BHA,0,0,0,0,0,0,0,0,0,0
535,4,Zeqiri,45,45,BHA,0,0,0,0,0,0,0,0,0,0
536,2,Karbownik,40,40,BHA,0,0,0,0,0,0,0,0,0,0
537,3,Richards,45,45,BHA,0,0,0,0,0,0,0,0,0,0
538,3,Caicedo,45,45,BHA,0,0,0,0,0,0,0,0,0,0
560,2,Roberts,40,40,BHA,0,0,0,0,0,0,0,0,0,0
98,2,Tarkowski,50,50,BUR,88,3.191,86,2.451,85,2.822,83,2.242,83,3.876
99,2,Bardsley,40,40,BUR,1,0.034,4,0.11,6,0.186,8,0.209,7,0.29
100,2,Pieters,45,45,BUR,3,0.1,13,0.368,9,0.283,11,0.293,12,0.512
101,3,Cork,45,45,BUR,70,2.413,69,2.218,66,2.22,68,2.16,67,2.543
102,3,Stephens,45,45,BUR,0,0,0,0,0,0,0,0,0,0
103,2,Long,40,40,BUR,0,0,0,0,0,0,0,0,0,0
104,4,Rodriguez,55,55,BUR,25,1.401,24,1.21,28,1.472,28,1.369,29,1.742
105,4,Barnes,55,55,BUR,54,2.73,55,2.417,54,2.55,54,2.334,52,2.923
106,2,Mee,50,50,BUR,89,2.97,84,2.285,85,2.662,82,2.107,84,3.69
107,3,Westwood,54,54,BUR,66,2.343,83,2.681,79,2.725,82,2.615,79,3.141
108,3,Gudmundsson,55,55,BUR,59,2.495,51,2.002,55,2.234,54,2.05,54,2.559
109,4,Wood,69,69,BUR,79,4.327,75,3.561,73,3.715,70,3.242,73,4.477
110,2,Lowton,45,45,BUR,88,2.882,84,2.243,82,2.558,82,2.068,82,3.546
111,4,Vydra,54,54,BUR,7,0.405,9,0.466,11,0.6,11,0.558,13,0.835
112,1,Pope,55,55,BUR,90,3.52,88,3.186,88,3.305,87,3.112,86,3.657
113,2,Taylor,45,45,BUR,88,2.816,85,2.213,82,2.504,80,2.001,81,3.45
114,1,Norris,45,45,BUR,0,0,0,0,0,0,0,0,0,0
115,3,Brownhill,45,45,BUR,74,2.869,71,2.568,71,2.674,68,2.418,69,3.04
116,3,Benson,45,45,BUR,0,0,0,0,0,0,0,0,0,0
117,1,Peacock-Farrell,45,45,BUR,0,0,0,0,0,0,0,0,0,0
118,3,McNeil,59,59,BUR,86,3.312,83,2.908,81,3.036,81,2.815,80,3.547
451,2,Collins,45,45,BUR,0,0,0,0,7,0.218,11,0.297,10,0.429
480,1,Hennessey,45,45,BUR,0,0,1,0.037,1,0.038,2,0.072,3,0.129
533,4,Richardson,45,45,BUR,0,0,0,0,0,0,0,0,0,0
534,2,Thomas,40,40,BUR,0,0,0,0,0,0,0,0,0,0
565,2,Dodgson,40,40,BUR,0,0,0,0,0,0,0,0,0,0
119,2,Azpilicueta,60,60,CHE,65,1.963,65,3.253,65,2.378,61,2.063,66,3.488
120,4,Giroud,65,65,CHE,0,0,0,0,0,0,0,0,0,0
121,2,Thiago Silva,54,54,CHE,35,1.173,38,2.034,41,1.611,45,1.61,40,2.242
122,2,Alonso,56,56,CHE,39,1.57,36,2.436,37,1.827,38,1.72,39,2.779
123,3,Jorginho,60,60,CHE,74,2.411,72,2.953,71,2.512,69,2.392,68,2.958
124,3,Barkley,54,54,CHE,0,0,0,0,0,0,1,0.032,0,0
125,3,Kovacic,50,50,CHE,57,1.999,53,2.337,54,2.031,51,1.901,54,2.46
126,4,Batshuayi,55,55,CHE,0,0,0,0,0,0,0,0,0,0
127,2,Rüdiger,55,55,CHE,85,2.537,83,4.194,80,2.955,78,2.661,81,4.326
128,2,Zouma,54,54,CHE,0,0,0,0,1,0.038,2,0.07,1,0.052
129,1,Arrizabalaga,49,49,CHE,1,0.037,0,0,2,0.08,2,0.078,3,0.141
130,3,Kanté,49,49,CHE,34,1.306,34,1.567,33,1.341,35,1.383,34,1.619
131,3,Ziyech,74,74,CHE,13,0.644,15,0.976,13,0.698,14,0.729,14,0.948
132,3,Loftus-Cheek,54,54,CHE,1,0.03,3,0.112,3,0.1,3,0.098,4,0.159
133,2,Christensen,50,50,CHE,75,2.169,72,3.45,73,2.571,73,2.37,71,3.582
134,4,Werner,88,88,CHE,41,1.892,37,2.196,38,1.927,35,1.772,35,2.248
135,2,Chilwell,58,58,CHE,50,1.849,53,3.283,51,2.285,50,2.072,50,3.285
136,4,Abraham,65,65,CHE,0,0,0,0,0,0,0,0,0,0
137,3,Pulisic,79,79,CHE,0,0,14,0.936,33,1.754,38,1.99,38,2.64
138,3,Mount,75,75,CHE,77,3.253,73,4.255,67,3.14,67,3.015,67,4.121
139,2,Ampadu,45,45,CHE,0,0,0,0,0,0,0,0,0,0
140,3,Hudson-Odoi,54,54,CHE,6,0.257,7,0.394,10,0.49,8,0.375,8,0.481
141,3,Havertz,83,83,CHE,68,3.16,62,4.013,59,3.038,58,2.883,55,3.756
142,2,James,56,56,CHE,85,3.275,82,5.502,80,3.842,81,3.59,78,5.558
143,1,Mendy,60,60,CHE,88,3.251,89,4.049,87,3.423,87,3.332,86,4.017
501,2,Sarr,50,50,CHE,0,0,0,0,0,0,0,0,0,0
527,2,Chalobah,50,50,CHE,1,0.034,3,0.159,2,0.08,3,0.111,5,0.274
529,4,Lukaku,115,115,CHE,84,4.422,83,6.148,78,4.532,78,4.414,78,6.142
539,2,Emerson,45,45,CHE,0,0,0,0,0,0,0,0,0,0
144,3,Gallagher,55,55,CRY,45,1.665,41,1.641,40,1.415,36,1.573,39,1.622
146,1,Guaita,45,45,CRY,89,3.151,89,3.247,88,3.01,88,3.54,87,3.284
147,2,Tomkins,45,45,CRY,0,0,0,0,1,0.019,2,0.07,2,0.063
148,3,McArthur,45,45,CRY,78,2.455,73,2.467,71,2.11,71,2.583,70,2.458
149,4,Benteke,64,64,CRY,76,3.26,74,3.473,73,2.819,72,3.774,72,3.594
150,2,Kouyaté,45,45,CRY,69,1.727,66,1.999,65,1.115,62,2.343,59,1.961
151,2,Kelly,40,40,CRY,1,0.026,3,0.089,6,0.109,9,0.324,12,0.395
152,3,Milivojevic,54,54,CRY,0,0,11,0.527,21,0.872,32,1.664,29,1.45
153,4,Ayew,60,60,CRY,71,2.675,68,2.735,63,2.216,61,2.742,61,2.635
154,3,Zaha,69,69,CRY,85,3.46,82,3.687,80,2.911,78,3.981,80,3.839
155,3,Schlupp,55,55,CRY,56,1.985,52,1.992,52,1.731,47,1.981,46,1.858
156,1,Butland,45,45,CRY,0,0,0,0,1,0.035,1,0.041,2,0.076
157,3,Riedewald,50,50,CRY,35,1.358,35,1.421,29,1.085,29,1.275,32,1.348
158,2,Jach,45,45,CRY,0,0,2,0.058,6,0.107,5,0.175,5,0.156
159,4,Mateta,55,55,CRY,15,0.768,15,0.807,16,0.751,14,0.821,16,0.921
160,3,Eze,60,60,CRY,0,0,0,0,0,0,0,0,0,0
161,2,Ferguson,45,45,CRY,0,0,0,0,0,0,0,0,0,0
162,2,Mitchell,45,45,CRY,88,2.162,86,2.595,84,1.436,83,3.209,81,2.751
464,3,Olise,54,54,CRY,0,0,14,0.604,27,1.013,41,1.87,38,1.695
474,2,Ward,45,45,CRY,88,1.953,87,2.372,86,1.302,82,2.883,80,2.496
477,2,Guéhi,45,45,CRY,85,1.888,84,2.281,80,1.235,80,2.772,80,2.442
488,2,Andersen,45,45,CRY,86,2.035,85,2.457,81,1.339,80,2.971,78,2.55
493,2,Clyne,45,45,CRY,0,0,0,0,0,0,0,0,0,0
540,2,Hannam,40,40,CRY,0,0,0,0,0,0,0,0,0,0
541,3,Rak-Sakyi,45,45,CRY,0,0,0,0,0,0,0,0,0,0
542,4,Street,45,45,CRY,0,0,0,0,0,0,0,0,0,0
543,3,Banks,45,45,CRY,0,0,0,0,0,0,0,0,0,0
561,1,Matthews,40,40,CRY,0,0,0,0,0,0,0,0,0,0
163,3,Delph,45,45,EVE,0,0,0,0,0,0,0,0,0,0
164,3,Sigurdsson,69,69,EVE,0,0,0,0,0,0,0,0,0,0
165,2,Coleman,50,50,EVE,81,2.738,79,3.532,78,2.57,76,3.587,72,1.612
166,3,James,69,69,EVE,35,1.864,41,2.672,40,2.192,43,2.914,41,1.874
167,3,Bernard,55,55,EVE,0,0,0,0,0,0,0,0,0,0
168,2,Digne,55,55,EVE,88,3.237,86,4.243,84,3,82,4.307,83,1.992
169,2,Keane,50,50,EVE,88,2.881,85,3.745,82,2.676,82,3.841,80,1.767
170,1,Pickford,50,50,EVE,89,3.485,88,3.777,88,3.378,86,3.771,88,3.069
171,3,Allan,45,45,EVE,84,2.481,80,2.707,79,2.408,80,2.772,76,2.151
172,3,André Gomes,49,49,EVE,14,0.589,14,0.634,18,0.773,15,0.695,19,0.745
173,3,Doucouré,55,55,EVE,82,2.835,81,3.249,78,2.722,77,3.202,75,2.352
174,3,Iwobi,60,60,EVE,25,1.169,34,1.809,34,1.588,37,2.031,36,1.473
175,2,Mina,50,50,EVE,64,2.221,65,2.966,65,2.177,64,3.074,63,1.425
176,3,Davies,50,50,EVE,3,0.095,3,0.103,4,0.131,6,0.234,7,0.238
177,4,Calvert-Lewin,82,82,EVE,85,4.401,83,5.229,81,4.25,81,5.374,79,3.423
178,2,Holgate,45,45,EVE,31,1.121,29,1.344,33,1.156,35,1.7,41,0.973
179,2,Godfrey,49,49,EVE,3,0.099,11,0.476,13,0.452,15,0.729,15,0.372
180,4,Richarlison,76,76,EVE,80,3.533,77,4.057,75,3.386,73,4.005,73,2.81
181,1,Virgínia,40,40,EVE,0,0,0,0,0,0,0,0,0,0
481,1,Begović,40,40,EVE,0,0,1,0.043,0,0,3,0.133,1,0.035
482,3,Townsend,55,55,EVE,63,2.659,59,2.947,59,2.507,57,2.98,57,2.12
484,3,Gray,55,55,EVE,50,2.22,46,2.41,47,2.11,46,2.526,45,1.781
502,2,Kenny,45,45,EVE,1,0.034,1,0.043,1,0.033,2,0.09,2,0.048
503,3,Gordon,45,45,EVE,2,0.079,1,0.045,1,0.038,2,0.095,2,0.071
504,3,Gbamin,45,45,EVE,2,0.059,3,0.099,5,0.166,5,0.179,6,0.194
544,2,Branthwaite,40,40,EVE,0,0,0,0,0,0,0,0,0,0
545,4,Broadhead,45,45,EVE,0,0,0,0,0,0,0,0,0,0
564,4,Kean,60,60,EVE,0,0,0,0,0,0,9,0.586,11,0.527
200,1,Schmeichel,50,50,LEI,89,3.662,89,3.164,89,3.51,88,3.845,88,3.645
201,2,Evans,55,55,LEI,0,0,30,0.737,59,2.017,69,3.107,70,2.699
202,3,Albrighton,54,54,LEI,62,2.921,55,2.158,56,2.465,23,1.322,26,1.365
203,3,Mendy,45,45,LEI,0,0,1,0.027,2,0.058,1,0.029,2,0.059
204,1,Ward,40,40,LEI,0,0,0,0,0,0,0,0,1,0.042
205,4,Vardy,105,105,LEI,82,4.634,81,3.633,77,4.016,74,4.686,76,4.246
206,3,Praet,49,49,LEI,1,0.033,3,0.096,2,0.065,2,0.072,1,0.032
207,2,Pereira,55,55,LEI,83,3.669,79,2.237,79,3.149,75,3.686,73,3.076
208,2,Amartey,41,40,LEI,79,3.292,44,1.22,22,0.842,11,0.507,13,0.528
209,2,Castagne,54,54,LEI,81,3.191,76,1.894,74,2.555,68,3.098,70,2.734
210,3,Tielemans,65,65,LEI,84,3.239,82,2.683,80,2.932,79,3.424,77,3.072
211,3,Pérez,59,59,LEI,0,0,0,0,0,0,63,3.332,63,2.984
212,3,Maddison,69,69,LEI,70,3.916,70,3.025,69,3.486,69,4.289,65,3.575
213,4,Iheanacho,73,73,LEI,28,1.771,27,1.417,32,1.823,31,2.096,31,1.879
214,3,Choudhury,45,45,LEI,1,0.031,1,0.029,1,0.03,2,0.069,2,0.065
215,3,Barnes,69,69,LEI,78,4.135,74,3.086,72,3.499,71,4.184,71,3.684
216,3,Ndidi,50,50,LEI,86,2.891,84,2.46,81,2.646,80,2.995,78,2.706
217,2,Söyüncü,50,50,LEI,89,3.425,80,1.991,70,2.436,67,3.075,64,2.511
218,2,Justin,50,50,LEI,0,0,0,0,0,0,0,0,0,0
219,2,Thomas,45,45,LEI,17,0.743,15,0.424,15,0.564,9,0.419,13,0.535
220,2,Fofana,44,44,LEI,0,0,0,0,0,0,0,0,0,0
340,2,Vestergaard,50,50,LEI,0,0,20,0.533,30,1.147,35,1.758,35,1.518
455,4,Daka,73,73,LEI,9,0.561,14,0.724,13,0.748,12,0.803,12,0.73
458,3,Soumaré,49,49,LEI,12,0.466,13,0.474,15,0.616,14,0.617,17,0.727
473,2,Bertrand,49,49,LEI,14,0.608,28,0.797,29,1.104,26,1.272,25,1.056
505,3,Dewsbury-Hall,45,45,LEI,0,0,0,0,0,0,0,0,0,0
182,3,Hernández,55,55,LEE,0,0,0,0,0,0,0,0,0,0
183,1,Casilla,45,45,LEE,0,0,0,0,0,0,0,0,0,0
184,2,Cooper,45,45,LEE,75,2.727,74,1.954,72,2.559,71,2.463,69,3.14
185,2,Ayling,45,45,LEE,84,3.099,79,2.137,77,2.82,78,2.787,78,3.668
186,3,Klich,55,55,LEE,74,2.949,72,2.596,72,2.903,72,2.913,67,3.101
187,4,Rodrigo,64,64,LEE,39,1.788,40,1.653,42,1.9,44,1.967,42,2.055
188,3,Dallas,55,55,LEE,84,3.19,82,2.818,80,3.051,79,3.039,79,3.449
189,4,Bamford,79,79,LEE,81,4.776,80,4.073,77,4.54,76,4.558,74,5.132
190,2,Llorente,45,45,LEE,67,2.396,63,1.645,66,2.303,67,2.291,63,2.811
191,3,Phillips,50,50,LEE,79,2.609,76,2.347,74,2.502,74,2.514,72,2.731
192,3,Costa,54,54,LEE,20,1.032,24,1.128,24,1.252,25,1.295,27,1.55
193,3,Roberts,50,50,LEE,23,1.158,22,1.029,24,1.236,27,1.379,31,1.768
194,2,Koch,45,45,LEE,3,0.106,15,0.444,21,0.833,19,0.732,26,1.319
195,3,Poveda,45,45,LEE,0,0,0,0,0,0,0,0,0,0
196,3,Raphinha,65,65,LEE,81,3.999,77,3.311,79,3.918,77,3.884,74,4.336
197,3,Shackleton,45,45,LEE,3,0.102,4,0.134,5,0.181,5,0.185,7,0.29
198,2,Struijk,45,45,LEE,42,1.602,47,1.297,46,1.688,44,1.595,48,2.22
199,1,Meslier,50,50,LEE,89,3.571,89,3.183,88,3.491,89,3.475,86,3.698
267,3,Harrison,59,59,LEE,78,3.507,76,3.005,75,3.398,75,3.424,73,3.828
463,2,Firpo,49,49,LEE,54,2.142,52,1.505,49,1.915,46,1.776,48,2.41
490,1,Klaesson,45,45,LEE,0,0,0,0,1,0.04,0,0,3,0.13
550,4,Greenwood,45,45,LEE,0,0,0,0,0,0,0,0,0,0
551,3,Summerville,45,45,LEE,0,0,0,0,0,0,0,0,0,0
552,3,Forshaw,45,45,LEE,0,0,0,0,0,0,0,0,0,0
562,2,Drameh,40,40,LEE,0,0,0,0,0,0,0,0,0,0
563,2,Cresswell,40,40,LEE,0,0,0,0,0,0,0,0,0,0
221,3,Milner,50,50,LIV,0,0,0,0,0,0,0,0,0,0
222,3,Henderson,50,50,LIV,81,2.728,67,2.506,68,2.921,66,2.589,67,2.314
223,1,Adrián,45,45,LIV,0,0,1,0.041,1,0.048,2,0.088,2,0.077
224,2,Matip,50,50,LIV,84,3.151,81,3.345,79,4.378,77,3.647,79,2.659
225,3,Thiago,54,54,LIV,80,2.676,66,2.447,69,2.917,67,2.587,63,2.168
226,3,Shaqiri,59,59,LIV,0,0,0,0,0,0,0,0,0,0
227,3,Chamberlain,59,59,LIV,3,0.101,2,0.068,2,0.076,4,0.152,3,0.1
228,4,Firmino,89,89,LIV,40,2.029,41,2.26,44,2.797,47,2.617,42,2.088
229,2,van Dijk,65,65,LIV,89,3.293,86,3.509,83,4.587,84,3.942,80,2.709
230,3,Mané,119,119,LIV,82,4.403,80,4.768,79,5.847,78,4.954,80,4.095
231,1,Alisson,60,60,LIV,89,3.658,88,3.7,87,4.253,87,3.898,87,3.402
232,3,Fabinho,54,54,LIV,1,0.038,59,2.087,56,2.251,57,2.108,60,1.978
233,3,Salah,126,125,LIV,86,5.427,84,5.903,80,7.162,80,6.008,80,4.833
234,2,Robertson,70,70,LIV,64,2.536,80,3.5,79,4.626,77,3.859,77,2.762
235,4,Origi,49,49,LIV,3,0.163,4,0.241,5,0.36,6,0.385,6,0.333
236,3,Minamino,53,53,LIV,4,0.182,3,0.143,5,0.292,5,0.261,5,0.227
237,2,Alexander-Arnold,75,75,LIV,87,3.984,83,4.202,82,5.607,81,4.654,80,3.283
238,2,Gomez,49,49,LIV,2,0.07,6,0.225,7,0.335,8,0.339,10,0.322
239,3,Keita,50,50,LIV,56,2.03,43,1.748,43,1.981,45,1.897,44,1.659
240,3,Jota,76,76,LIV,63,3.722,62,4.031,58,4.669,56,3.862,59,3.323
241,2,Phillips,44,44,LIV,0,0,0,0,0,0,0,0,0,0
242,1,Kelleher,45,45,LIV,0,0,0,0,0,0,0,0,0,0
243,2,Konaté,53,53,LIV,5,0.179,10,0.395,13,0.681,14,0.647,14,0.48
244,3,Jones,50,50,LIV,12,0.51,6,0.239,6,0.266,5,0.199,6,0.223
