rank,prev_rank,name,league,off,def,spi
416,435,Charlotte FC,Major League Soccer,1.0,1.56,32.63
417,417,Milton Keynes Dons,English League One,0.98,1.54,32.61
418,418,Avispa Fukuoka,Japanese J League,0.74,1.21,32.58
419,419,Hannover 96,German 2. Bundesliga,1.01,1.6,32.35
420,420,Mamelodi Sundowns,South African ABSA Premier League,0.93,1.49,32.28
421,421,Sunderland,English League One,1.01,1.6,32.23
422,422,Patronato,Argentina Primera Division,0.91,1.46,32.21
423,423,KV Oostende,Belgian Jupiler League,1.01,1.61,32.04
424,424,Ross County,Scottish Premiership,1.07,1.69,32.04
425,425,Jahn Regensburg,German 2. Bundesliga,1.1,1.73,31.97
426,426,Giresunspor,Turkish Turkcell Super Lig,0.97,1.56,31.95
427,427,SV Ried,Austrian T-Mobile Bundesliga,1.07,1.7,31.94
428,428,Volos NFC,Greek Super League,0.97,1.56,31.92
429,429,1. FC Nürnberg,German 2. Bundesliga,1.12,1.77,31.85
430,430,Cittadella,Italy Serie B,0.71,1.21,31.83
431,431,Jiangsu Suning FC,Chinese Super League,1.06,1.7,31.67
432,412,Vancouver Whitecaps,Major League Soccer,1.12,1.78,31.61
433,432,AGF Aarhus,Danish SAS-Ligaen,0.95,1.55,31.51
434,433,FC Sion,Swiss Raiffeisen Super League,1.16,1.86,31.26
435,434,Sarmiento,Argentina Primera Division,0.87,1.46,31.24
436,436,FC Cincinnati,Major League Soccer,1.2,1.91,31.2
437,437,Shandong Luneng,Chinese Super League,1.17,1.87,31.13
438,438,Nimes,French Ligue 2,0.97,1.64,30.55
439,439,Motherwell,Scottish Premiership,1.01,1.69,30.55
440,440,IFK Goteborg,Swedish Allsvenskan,0.95,1.62,30.38
441,441,Spal,Italy Serie B,0.95,1.63,30.18
442,442,Inter Miami CF,Major League Soccer,1.03,1.76,29.96
443,443,Oxford United,English League One,1.17,1.94,29.96
444,444,Como,Italy Serie B,1.04,1.77,29.96
445,445,UD Ibiza,Spanish Segunda Division,0.93,1.62,29.87
446,447,Bastia,French Ligue 2,0.77,1.4,29.71
447,448,Ipswich Town,English League One,0.77,1.41,29.62
448,449,Toronto FC,Major League Soccer,1.2,2.0,29.62
449,450,Caykur Rizespor,Turkish Turkcell Super Lig,1.12,1.9,29.59
450,451,Servette,Swiss Raiffeisen Super League,1.15,1.94,29.59
451,452,Gamba Osaka,Japanese J League,0.94,1.66,29.52
452,453,Wigan,English League One,1.01,1.75,29.45
453,446,San Antonio FC,United Soccer League,1.03,1.78,29.45
454,454,Burgos,Spanish Segunda Division,0.73,1.37,29.39
455,455,Houston Dynamo,Major League Soccer,1.01,1.75,29.35
456,456,Portsmouth,English League One,0.98,1.72,29.35
457,457,Aalesund,Norwegian Tippeligaen,0.97,1.71,29.2
458,458,HJK Helsinki,UEFA Europa Conference League,0.89,1.61,29.07
459,459,Bolton,English League One,0.97,1.74,28.92
460,460,Peterborough United,English League Championship,1.02,1.81,28.92
461,461,Maccabi Haifa,UEFA Europa Conference League,0.79,1.48,28.84
462,462,Kalmar FF,Swedish Allsvenskan,0.92,1.68,28.58
463,463,SV Zulte Waregem,Belgian Jupiler League,1.13,1.97,28.56
464,464,SV Sandhausen,German 2. Bundesliga,0.96,1.75,28.46
465,465,Sydney FC,Australian A-League,1.1,1.95,28.38
466,466,FC Arsenal Tula,Russian Premier Liga,0.94,1.72,28.27
467,467,Haugesund,Norwegian Tippeligaen,1.11,1.98,28.16
468,468,Asteras Tripolis,Greek Super League,0.76,1.47,28.15
469,469,SD Ponferradina,Spanish Segunda Division,0.94,1.74,28.1
470,470,AD Alcorcon,Spanish Segunda Division,0.78,1.51,27.86
471,471,Giannina,Greek Super League,0.74,1.47,27.83
472,472,FC Trenkwalder Admira,Austrian T-Mobile Bundesliga,0.92,1.73,27.8
473,473,Le Havre,French Ligue 2,0.79,1.54,27.74
474,474,Barnsley,English League Championship,0.88,1.68,27.63
475,475,St Mirren,Scottish Premiership,0.72,1.44,27.61
476,476,Melbourne Victory,Australian A-League,0.99,1.84,27.59
477,477,Amorebieta,Spanish Segunda Division,0.81,1.57,27.57
478,478,Grenoble,French Ligue 2,0.67,1.37,27.53
479,487,Tampa Bay Rowdies,United Soccer League,0.96,1.8,27.44
480,479,Arsenal Sarandi,Argentina Primera Division,0.78,1.54,27.44
481,480,Sporting Gijón,Spanish Segunda Division,0.71,1.44,27.36
482,481,OFI Crete,Greek Super League,0.88,1.69,27.35
483,482,Lugo,Spanish Segunda Division,0.77,1.54,27.28
484,483,Atlético Tucumán,Argentina Primera Division,0.87,1.69,27.11
485,484,Altay,Turkish Turkcell Super Lig,0.83,1.66,26.84
486,485,Wycombe Wanderers,English League One,0.86,1.7,26.78
487,486,Dynamo Dresden,German 2. Bundesliga,0.88,1.73,26.75
488,488,Eupen,Belgian Jupiler League,0.93,1.82,26.48
489,489,Pau,French Ligue 2,0.86,1.72,26.47
490,490,Cashpoint SC Rheindorf Altach,Austrian T-Mobile Bundesliga,0.84,1.69,26.39
491,491,KFCO Beerschot-Wilrijk,Belgian Jupiler League,1.01,1.95,26.25
492,492,Mjallby,Swedish Allsvenskan,0.75,1.59,25.8
493,493,Kyoto Purple Sanga,Japanese J League,0.78,1.64,25.77
494,494,Crotone,Italy Serie B,0.88,1.79,25.74
495,495,Dundee,Scottish Premiership,0.88,1.81,25.51
496,496,Consadole Sapporo,Japanese J League,0.89,1.83,25.47
497,497,Louisville City FC,United Soccer League,0.9,1.85,25.43
498,498,Shimizu S-Pulse,Japanese J League,0.85,1.78,25.25
499,499,Vejle,Danish SAS-Ligaen,0.89,1.85,25.19
500,500,Niort,French Ligue 2,0.7,1.55,25.18
501,501,Sonderjyske,Danish SAS-Ligaen,0.88,1.83,25.12
502,502,Jubilo Iwata,Japanese J League,0.86,1.8,25.04
503,503,Shonan Bellmare,Japanese J League,0.73,1.61,25.03
504,504,Rotherham United,English League One,0.68,1.55,24.82
505,505,Tromso,Norwegian Tippeligaen,0.87,1.84,24.79
506,506,Atromitos,Greek Super League,0.72,1.61,24.71
507,507,Málaga,Spanish Segunda Division,0.68,1.56,24.61
508,508,Aldosivi,Argentina Primera Division,0.79,1.75,24.39
509,509,Odd BK,Norwegian Tippeligaen,0.93,1.97,24.24
510,510,Real Sociedad II,Spanish Segunda Division,0.79,1.75,24.23
511,522,New Mexico United,United Soccer League,0.86,1.87,24.04
512,511,Valenciennes,French Ligue 2,0.69,1.61,23.9
513,512,Panetolikos,Greek Super League,0.67,1.59,23.85
514,513,FC Ingolstadt 04,German 2. Bundesliga,0.82,1.83,23.77
515,514,Western Sydney FC,Australian A-League,0.98,2.08,23.74
516,515,Western United,Australian A-League,0.91,1.96,23.73
517,516,Vicenza,Italy Serie B,0.7,1.65,23.66
518,517,Sandefjord,Norwegian Tippeligaen,0.93,2.0,23.62
519,518,Adelaide United,Australian A-League,0.9,1.96,23.54
520,519,St Johnstone,Scottish Premiership,0.63,1.55,23.4
521,520,Hamarkamaratene,Norwegian Tippeligaen,0.78,1.79,23.39
522,521,Lausanne Sports,Swiss Raiffeisen Super League,0.99,2.12,23.3
523,523,IK Sirius,Swedish Allsvenskan,0.95,2.07,23.13
524,524,Tianjin Teda,Chinese Super League,0.84,1.91,23.09
525,525,Central Coast Mariners,Australian A-League,1.0,2.16,22.97
526,526,Newcastle Jets,Australian A-League,0.93,2.06,22.94
527,527,Reggina,Italy Serie B,0.61,1.56,22.66
528,529,Kristiansund BK,Norwegian Tippeligaen,0.91,2.07,22.35
529,534,San Diego Loyal SC,United Soccer League,0.96,2.17,22.1
530,530,Fuenlabrada,Spanish Segunda Division,0.75,1.84,22.03
531,531,Rodez,French Ligue 2,0.56,1.52,22.0
532,537,Colorado Springs Switchbacks FC,United Soccer League,0.86,2.05,21.64
533,532,Plymouth Argyle,English League One,0.65,1.7,21.62
534,535,Shanghai Greenland,Chinese Super League,0.9,2.12,21.53
535,536,Kaizer Chiefs,South African ABSA Premier League,0.57,1.58,21.36
536,533,El Paso Locomotive FC,United Soccer League,0.79,1.95,21.31
537,538,RFC Seraing,Belgian Jupiler League,0.75,1.9,21.04
538,539,Cosenza,Italy Serie B,0.66,1.76,20.98
539,540,Alessandria,Italy Serie B,0.68,1.79,20.97
540,528,Pittsburgh Riverhounds,United Soccer League,0.76,1.93,20.94
541,541,Henan Jianye,Chinese Super League,0.81,2.01,20.91
542,542,Goztepe,Turkish Turkcell Super Lig,0.94,2.22,20.88
543,543,Hebei China Fortune FC,Chinese Super League,0.85,2.08,20.88
544,544,Orlando Pirates,South African ABSA Premier League,0.55,1.62,20.39
545,545,Lincoln City,English League One,0.72,1.93,20.11
546,546,Erzgebirge Aue,German 2. Bundesliga,0.81,2.07,20.11
547,547,Alashkert FC,UEFA Europa Conference League,0.55,1.65,19.93
548,548,Dalian Aerbin,Chinese Super League,0.86,2.17,19.9
549,549,Wuhan Zall,Chinese Super League,0.74,1.97,19.86
550,550,SuperSport United,South African ABSA Premier League,0.6,1.76,19.67
551,555,Memphis 901 FC,United Soccer League,0.79,2.08,19.56
552,551,Arizona United,United Soccer League,0.9,2.3,19.24
553,552,Brisbane Roar,Australian A-League,0.73,2.01,19.17
554,553,Charlton Athletic,English League One,0.63,1.84,19.15
555,558,Sacramento Republic FC,United Soccer League,0.63,1.84,19.13
556,554,IFK Värnamo,Swedish Allsvenskan,0.62,1.83,19.02
557,556,Bristol Rovers,English League Two,0.67,1.93,18.87
558,559,Black Aces,South African ABSA Premier League,0.48,1.6,18.69
559,560,Guangzhou RF,Chinese Super League,1.0,2.51,18.63
560,561,US Quevilly,French Ligue 2,0.54,1.73,18.59
561,562,Macarthur FC,Australian A-League,0.85,2.28,18.34
562,563,Shrewsbury Town,English League One,0.54,1.75,18.31
563,564,Lamia,Greek Super League,0.4,1.5,18.16
564,565,Varbergs BoIS FC,Swedish Allsvenskan,0.59,1.87,17.75
565,566,Stellenbosch FC,South African ABSA Premier League,0.42,1.57,17.67
566,567,Pordenone Calcio,Italy Serie B,0.62,1.94,17.63
567,557,Orange County SC,United Soccer League,0.66,2.02,17.56
568,568,Chongqing Lifan,Chinese Super League,0.65,2.0,17.48
569,569,Yeni Malatyaspor,Turkish Turkcell Super Lig,0.61,1.95,17.18
570,570,Tianjin Quanujian,Chinese Super League,0.72,2.17,17.13
571,571,Bloem Celtic,South African ABSA Premier League,0.6,1.95,17.0
572,572,Birmingham Legion FC,United Soccer League,0.59,1.94,16.98
573,574,AS Nancy Lorraine,French Ligue 2,0.68,2.12,16.89
574,578,Rio Grande Valley FC Toros,United Soccer League,0.64,2.04,16.78
575,576,Shenzhen FC,Chinese Super League,0.75,2.25,16.73
576,577,Swindon Town,English League Two,0.68,2.12,16.7
577,573,Miami FC,United Soccer League,0.58,1.96,16.59
578,579,Cheltenham Town,English League One,0.8,2.37,16.37
579,575,Oakland Roots,United Soccer League,0.65,2.11,16.21
580,580,Dunkerque,French Ligue 2,0.47,1.82,15.56
581,581,Wellington Phoenix,Australian A-League,0.73,2.37,15.16
582,582,Accrington Stanley,English League One,0.72,2.38,14.79
583,583,Golden Arrows,South African ABSA Premier League,0.46,1.91,14.53
584,584,Burton Albion,English League One,0.54,2.07,14.52
585,585,Helsingborgs IF,Swedish Allsvenskan,0.55,2.09,14.5
586,586,Mansfield Town,English League Two,0.56,2.12,14.3
587,587,Port Vale,English League Two,0.48,1.96,14.27
588,588,Degerfors IF,Swedish Allsvenskan,0.6,2.22,14.16
589,589,Fleetwood Town,English League One,0.63,2.28,14.0
590,590,Lincoln Red Imps,UEFA Europa Conference League,0.58,2.2,13.96
591,591,Cambridge United,English League One,0.54,2.13,13.95
592,592,Salford City,English League Two,0.48,2.01,13.74
593,593,AmaZulu,South African ABSA Premier League,0.25,1.58,13.11
594,594,Apollon Smyrni,Greek Super League,0.38,1.88,13.0
595,596,Exeter City,English League Two,0.38,1.89,12.83
596,597,FK Jerv,Norwegian Tippeligaen,0.46,2.07,12.81
597,598,GIF Sundsvall,Swedish Allsvenskan,0.55,2.26,12.72
598,599,Northampton Town,English League Two,0.38,1.92,12.65
599,601,Indy Eleven,United Soccer League,0.48,2.15,12.51
600,602,Sutton United,English League Two,0.47,2.18,12.05
601,603,Guizhou Renhe,Chinese Super League,0.51,2.26,11.96
602,600,Detroit City FC,United Soccer League,0.48,2.21,11.91
603,595,Hartford Athletic,United Soccer League,0.48,2.25,11.66
604,604,Leyton Orient,English League Two,0.38,2.03,11.53
605,605,Perth Glory,Australian A-League,0.5,2.32,11.36
606,606,Tranmere Rovers,English League Two,0.34,1.97,11.32
607,608,Forest Green Rovers,English League Two,0.42,2.16,11.2
608,609,Tshakhuma Tsha Madzivhandila,South African ABSA Premier League,0.22,1.69,11.18
609,610,Maritzburg Utd,South African ABSA Premier League,0.25,1.77,11.15
610,607,Tulsa Roughnecks,United Soccer League,0.51,2.38,11.08
611,611,Moroka Swallows,South African ABSA Premier League,0.32,1.97,10.94
612,612,Morecambe,English League One,0.54,2.45,10.9
613,613,Newport County,English League Two,0.4,2.19,10.64
614,615,Sekhukhune United,South African ABSA Premier League,0.2,1.71,10.53
615,616,Chippa United,South African ABSA Premier League,0.2,1.74,10.3
616,614,LA Galaxy II,United Soccer League,0.49,2.44,10.24
617,621,Monterey Bay,United Soccer League,0.44,2.35,10.0
618,622,Charleston Battery,United Soccer League,0.48,2.45,9.92
619,617,TS Galaxy,South African ABSA Premier League,0.2,1.8,9.74
620,618,Colchester United,English League Two,0.34,2.21,9.3
621,619,Doncaster Rovers,English League One,0.35,2.27,9.11
622,620,AFC Wimbledon,English League One,0.36,2.29,9.1
623,623,Bradford City,English League Two,0.28,2.12,8.76
624,624,Rochdale,English League Two,0.28,2.19,8.37
625,625,Gillingham,English League One,0.2,1.98,8.31
626,626,Crawley Town,English League Two,0.34,2.38,8.19
627,627,Baroka FC,South African ABSA Premier League,0.2,2.03,8.0
628,630,Las Vegas Lights FC,United Soccer League,0.32,2.36,7.99
629,628,Crewe Alexandra,English League One,0.27,2.33,7.3
630,631,Harrogate Town,English League Two,0.38,2.62,7.22
631,629,Atlanta United 2,United Soccer League,0.4,2.71,7.09
632,632,Walsall,English League Two,0.2,2.21,6.87
633,633,Barrow,English League Two,0.2,2.21,6.82
634,634,Carlisle United,English League Two,0.2,2.29,6.36
635,635,Loudoun United FC,United Soccer League,0.27,2.58,5.94
636,636,Stevenage,English League Two,0.2,2.38,5.91
637,637,Hartlepool,English League Two,0.2,2.43,5.68
638,638,New York Red Bulls II,United Soccer League,0.2,2.45,5.57
639,639,Oldham Athletic,English League Two,0.24,2.66,5.18
640,640,Scunthorpe,English League Two,0.2,3.21,2.88
