id,first_name,second_name,team
322,Kenny,Tete,10
323,Samuel,Amissah,10
324,Alex,Iwobi,10
325,Emile,Smith Rowe,10
326,Adama,Traoré Diarra,10
327,Andreas,Hoelgebaum Pereira,10
328,Ryan,Sessegnon,10
329,Harry,Wilson,10
330,Sander,Berge,10
331,Tom,Cairney,10
332,Saša,Lukić,10
333,Martial,Godo,10
334,Luke,Harris,10
335,Josh,King,10
336,Harrison,Reed,10
337,Raúl,Jiménez Rodríguez,10
338,Rodrigo,Muniz Carvalho,10
664,Benjamin,Lecomte,10
727,Samuel,Chukwueze,10
731,Kevin,Santos Lopes de Macedo,10
737,Jonah,Kusi-Asare,10
770,Seth,Ridgeon,10
339,Illan,Meslier,11
340,Alex,Cairns,11
341,Karl,Darlow,11
342,Jayden,Bogle,11
343,Pascal,Struijk,11
344,Jaka,Bijol,11
345,Sebastiaan,Bornauw,11
346,Sam,Byram,11
347,Gabriel,Gudmundsson,11
348,Joe,Rodon,11
349,Isaac,Schmidt,11
350,Brenden,Aaronson,11
351,Wilfried,Gnonto,11
352,Jack,Harrison,11
353,Daniel,James,11
354,Ethan,Ampadu,11
355,Sam,Greenwood,11
356,Ilia,Gruev,11
357,Largie,Ramazani,11
358,Tanaka,Ao,11
359,Charlie,Crew,11
360,Joe,Gelhardt,11
361,Darko,Gyabi,11
362,Joël,Piroe,11
363,Patrick,Bamford,11
364,Mateo,Joseph Fernández-Regatillo,11
365,Lukas,Nmecha,11
493,Sean,Longstaff,11
660,Anton,Stach,11
665,Lucas Estella,Perri,11
691,Dominic,Calvert-Lewin,11
698,Noah,Okafor,11
706,James,Justin,11
741,Harry,Gray,11
366,Alisson,Becker,12
367,Giorgi,Mamardashvili,12
368,Ármin,Pécsi,12
369,Freddie,Woodman,12
370,Jeremie,Frimpong,12
371,Milos,Kerkez,12
372,Andrew,Robertson,12
373,Virgil,van Dijk,12
374,Ibrahima,Konaté,12
375,Conor,Bradley,12
376,Joe,Gomez,12
377,Konstantinos,Tsimikas,12
378,Amara,Nallo,12
379,Rhys,Williams,12
380,Calvin,Ramsay,12
381,Mohamed,Salah,12
382,Florian,Wirtz,12
383,Luis,Díaz Marulanda,12
384,Cody,Gakpo,12
385,Federico,Chiesa,12
386,Alexis,Mac Allister,12
387,Dominik,Szoboszlai,12
388,Curtis,Jones,12
390,Ryan,Gravenberch,12
392,Endo,Wataru,12
393,Stefan,Bajčetić Maquieira,12
394,James,McConnell,12
395,Tyler,Morton,12
396,Trey,Nyoni,12
397,Darwin,Núñez Ribeiro,12
398,Jayden,Danns,12
499,Alexander,Isak,12
661,Hugo,Ekitiké,12
686,Rio,Ngumoha,12
692,Giovanni,Leoni,12
746,Kieran,Morrison,12
760,Wellity,Lucky,12
182,James,Trafford,13
399,Ederson,Santana de Moraes,13
400,Stefan,Ortega Moreno,13
401,Marcus,Bettinelli,13
402,Rayan,Aït-Nouri,13
403,Joško,Gvardiol,13
404,Manuel,Akanji,13
405,Nathan,Aké,13
406,Abdukodir,Khusanov,13
407,Matheus,Nunes,13
408,Rúben,dos Santos Gato Alves Dias,13
409,John,Stones,13
410,Rico,Lewis,13
411,Nico,O'Reilly,13
412,Vitor,de Oliveira Nunes dos Reis,13
413,Omar,Marmoush,13
414,Phil,Foden,13
415,Sávio,Moreira de Oliveira,13
416,Bernardo,Mota Veiga de Carvalho e Silva,13
417,Rayan,Cherki,13
418,Jérémy,Doku,13
420,İlkay,Gündoğan,13
421,Rodrigo 'Rodri',Hernandez Cascante,13
422,Mateo,Kovačić,13
423,Nico,González Iglesias,13
424,Oscar,Bobb,13
425,Claudio,Echeverri,13
427,Tijjani,Reijnders,13
428,Sverre,Nypan,13
429,Kalvin,Phillips,13
430,Erling,Haaland,13
736,Gianluigi,Donnarumma,13
739,Divine,Mukasa,13
740,Stephen,Mfuni,13
742,Ryan,McAidoo,13
763,Charlie,Gray,13
764,Reigan,Heskey,13
119,Bryan,Mbeumo,14
431,Altay,Bayındır,14
432,André,Onana,14
433,Elyh,Harrison,14
434,Tom,Heaton,14
435,Dermot,Mee,14
436,Matthijs,de Ligt,14
437,Lisandro,Martínez,14
438,Noussair,Mazraoui,14
439,Diego,León Blanco,14
440,Diogo,Dalot Teixeira,14
441,Patrick,Dorgu,14
442,Harry,Maguire,14
443,Luke,Shaw,14
444,Leny,Yoro,14
445,Harry,Amass,14
446,Tyler,Fredricson,14
447,Ayden,Heaven,14
448,Tyrell,Malacia,14
449,Bruno,Borges Fernandes,14
450,Matheus,Santos Carneiro da Cunha,14
451,Marcus,Rashford,14
452,Amad,Diallo,14
454,Antony,dos Santos,14
455,Mason,Mount,14
457,Carlos Henrique,Casimiro,14
458,Kobbie,Mainoo,14
459,Manuel,Ugarte Ribeiro,14
460,Toby,Collyer,14
461,Jayce,Fitzgerald,14
462,Jack,Fletcher,14
463,Sékou,Koné,14
464,Jack,Moorhouse,14
465,Rasmus,Højlund,14
466,Joshua,Zirkzee,14
467,Chido,Obi,14
468,Ethan,Wheatley,14
681,Benjamin,Sesko,14
733,Senne,Lammens,14
755,Shea,Lacey,14
769,Bendito,Mantato,14
771,Tyler,Fletcher,14
52,Jacob,Ramsey,15
135,Yoane,Wissa,15
469,Nick,Pope,15
471,Mark,Gillespie,15
472,Odysseas,Vlachodimos,15
473,Lewis,Hall,15
474,Fabian,Schär,15
475,Sven,Botman,15
476,Dan,Burn,15
477,Tino,Livramento,15
478,Kieran,Trippier,15
479,Emil,Krafth,15
480,Jamaal,Lascelles,15
481,Alex,Murphy,15
482,Harrison,Ashby,15
483,Miodrag,Pivaš,15
484,Matt,Targett,15
485,Anthony,Gordon,15
486,Anthony,Elanga,15
487,Harvey,Barnes,15
488,Bruno,Guimarães Rodriguez Moura,15
489,Jacob,Murphy,15
490,Joelinton Cássio,Apolinário de Lira,15
491,Sandro,Tonali,15
492,Antoñito,Cordero Campillo,15
494,Joe,Willock,15
495,Isaac,Hayden,15
496,Garang,Kuol,15
497,Lewis,Miley,15
498,Joe,White,15
500,William,Osula,15
501,Sean,Neave,15
674,Aaron,Ramsdale,15
684,Malick,Thiaw,15
689,Seung-Soo,Park,15
714,Nick,Woltemade,15
753,John,Ruddy,15
765,Leo,Shahar,15
772,Sam,Alabi,15
12,Oleksandr,Zinchenko,16
426,James,McAtee,16
502,Matz,Sels,16
503,Carlos Miguel,dos Santos Pereira,16
504,Matt,Turner,16
505,Nikola,Milenković,16
506,Murillo,Costa dos Santos,16
507,Ola,Aina,16
508,Neco,Williams,16
509,David,Mota Veiga Teixeira do Carmo,16
510,Jair,Paula da Cunha Filho,16
511,Felipe,Rodrigues da Silva,16
512,Omar,Richards,16
513,Zach,Abbott,16
514,Willy,Boly,16
515,Morgan,Gibbs-White,16
516,Callum,Hudson-Odoi,16
517,Elliot,Anderson,16
518,João Pedro,Ferreira da Silva,16
519,Nicolás,Domínguez,16
520,Lewis,O'Brien,16
521,Ibrahim,Sangaré,16
522,Ryan,Yates,16
523,Eric,da Silva Moreira,16
524,Marko,Stamenić,16
525,Chris,Wood,16
526,Igor Jesus,Maciel da Cruz,16
527,Taiwo,Awoniyi,16
669,Dan,Ndoye,16
675,Angus,Gunn,16
693,Omari,Hutchinson,16
696,Arnaud,Kalimuendo,16
699,Douglas Luiz,Soares de Paulo,16
715,John Victor,Maciel Furtado,16
716,Nicolò,Savona,16
729,Luis Eduardo,Soares da Silva,16
734,Dilane,Bakwa,16
528,Anthony,Patterson,17
529,Simon,Moore,17
530,Blondy,Nna Noukeu,17
531,Daniel,Ballard,17
532,Trai,Hume,17
533,Aji,Alese,17
534,Joe,Anderson,17
535,Dennis,Cirkin,17
536,Leo Fuhr,Hjelde,17
537,Niall,Huggins,17
538,Zak,Johnson,17
539,Luke,O'Nien,17
540,Timothée,Pembélé,17
541,Reinildo,Mandava,17
542,Jenson,Seelt,17
543,Simon,Adingra,17
544,Habib,Diarra,17
545,Patrick,Roberts,17
546,Milan,Aleksić,17
547,Enzo,Le Fée,17
548,Romaine,Mundle,17
549,Dan,Neil,17
550,Ian,Poveda-Ocampo,17
551,Chris,Rigg,17
552,Noah,Sadiki,17
553,Chemsdine,Talbi,17
554,Abdoullah,Ba,17
555,Alan,Browne,17
556,Pierre,Ekwah Elimby,17
557,Harrison,Jones,17
558,Jay,Matete,17
559,Nectarios,Triantis,17
560,Wilson,Isidor,17
561,Eliezer,Mayenda Dossou,17
562,Ahmed,Abdullahi,17
563,Luís Hemir,Silva Semedo,17
564,Nazarii,Rusyn,17
668,Granit,Xhaka,17
670,Robin,Roefs,17
678,Arthur,Masuaku,17
683,Omar,Alderete,17
694,Nordi,Mukiele,17
724,Lutsharel,Geertruida,17
730,Brian,Brobbey,17
735,Bertrand,Traoré,17
774,Jenson,Jones,17
775,Tymur,Tutierov,17
565,Guglielmo,Vicario,18
566,Brandon,Austin,18
567,Antonín,Kinský,18
568,Pedro,Porro Sauceda,18
569,Cristian,Romero,18
570,Kevin,Danso,18
571,Ben,Davies,18
572,Radu,Drăgușin,18
573,Djed,Spence,18
574,Destiny,Udogie,18
575,Micky,van de Ven,18
576,Ashley,Phillips,18
577,Takai,Kōta,18
578,Luka,Vušković,18
579,Son,Heung-min,18
581,James,Maddison,18
582,Mohammed,Kudus,18
583,Dejan,Kulusevski,18
584,Mathys,Tel,18
585,Rodrigo,Bentancur,18
586,Lucas,Bergvall,18
587,Yves,Bissouma,18
588,Wilson,Odobert,18
589,Manor,Solomon,18
590,Bryan,Gil Salvatierra,18
591,Archie,Gray,18
592,Mikey,Moore,18
593,Pape Matar,Sarr,18
594,Yang,Min-hyeok,18
595,Callum,Olusesi,18
596,Dominic,Solanke-Mitchell,18
597,Richarlison,de Andrade,18
598,Will,Lankshear,18
599,Dane,Scarlett,18
673,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,18
717,Xavi,Simons,18
726,Randal,Kolo Muani,18
745,Jun'ai,Byfield,18
750,James,Rowswell,18
751,Yusuf,Akhamrich,18
149,Igor Julio,dos Santos de Paulo,19
600,Alphonse,Areola,19
601,Wes,Foderingham,19
602,Krisztián,Hegyi,19
603,El Hadji Malick,Diouf,19
604,Emerson,Palmieri dos Santos,19
605,Maximilian,Kilman,19
606,Konstantinos,Mavropanos,19
607,Nayef,Aguerd,19
608,Ollie,Scarles,19
609,Jean-Clair,Todibo,19
610,Aaron,Wan-Bissaka,19
611,Kaelan,Casey,19
612,Lucas,Tolentino Coelho de Lima,19
613,Tomáš,Souček,19
614,James,Ward-Prowse,19
615,Crysencio,Summerville,19
616,Edson,Álvarez Velázquez,19
617,Maxwel,Cornet,19
618,Guido,Rodríguez,19
619,Luis Guilherme,Lira dos Santos,19
620,George,Earthy,19
621,Andy,Irving,19
622,Lewis,Orford,19
623,Freddie,Potts,19
624,Jarrod,Bowen,19
625,Niclas,Füllkrug,19
626,Callum,Marshall,19
659,Kyle,Walker-Peters,19
671,Callum,Wilson,19
679,Mads,Hermansen,19
708,Mateus Gonçalo,Espanha Fernandes,19
718,Soungoutou,Magassa,19
738,Lukasz,Fabianski,19
747,Ezra,Mayers,19
752,Airidas,Golambeckis,19
758,Mohamadou,Kanté,19
785,Pablo Felipe,Pereira de Jesus,19
627,Sam,Johnstone,20
628,José,Malheiro de Sá,20
629,Daniel,Bentley,20
631,Emmanuel,Agbadou,20
632,Matt,Doherty,20
633,Hugo,Bueno López,20
634,Yerson,Mosquera Valdelamar,20
635,Rodrigo,Martins Gomes,20
636,Santiago,Ignacio Bueno,20
637,Toti,Gomes,20
638,Ki-Jana,Hoever,20
639,Bastien,Meupiyou Menadjou,20
640,Pedro,Cardoso de Lima,20
641,Alfie,Pond,20
642,Hwang,Hee-chan,20
643,André,Trindade da Costa Neto,20
644,Jean-Ricner,Bellegarde,20
645,Fer,López González,20
646,João Victor,Gomes da Silva,20
647,Gonçalo Manuel,Ganchinho Guedes,20
648,Marshall,Munetsi,20
649,Boubacar,Traoré,20
650,Tawanda,Chirewa,20
651,Tom,Edozie,20
652,Enso,González Medina,20
653,Joe,Hodge,20
654,Jørgen,Strand Larsen,20
655,Fábio,Soares Silva,20
656,Saša,Kalajdžić,20
657,Leon,Chiwome,20
658,Nathan,Fraser,20
663,Jhon,Arias,20
682,David,Møller Wolfe,20
695,Jackson,Tchatchoua,20
709,Ladislav,Krejcí,20
720,Tolu,Arokodare,20
749,Mateus,Mané,20
766,Saheed,Olagunju,20
767,Luke,Rawlings,20
777,Temple,Ojinnaka,20
778,Ethan,Sutherland,20
